,Age Chart-alias,State-alias,SUM(Possible Risk for Psychosis)-alias,SUM(Total Psychosis Responses)-alias,Latitude (generated)-value,Latitude (generated)-alias,Longitude (generated)-value,Longitude (generated)-alias,ATTR(Percentage Suffix Label %)-alias,ATTR(Tooltip Title Show)-alias,ATTR(State Population)-alias,AGG(% at Risk)-alias,AGG(# per 100K)-alias,AGG(Formatted Show # or Percent Positive Age)-alias,AGG(Show # or Percent)-alias
0,True,Wyoming,31,32,43,43.00,-107.5,-107.50,%null%,Breakdown by County (All Years),578803,96.88,5.355881016511662,5.4,0.4
1,True,Wisconsin,314,353,44.5,44.50,-90,-90.00,%null%,Breakdown by County (All Years),5895908,88.95,5.3257276063330705,5.3,0.36
2,True,West Virginia,115,129,38.63,38.63,-80.73,-80.73,%null%,Breakdown by County (All Years),1782959,89.15,6.449952017965641,6.4,0.8
3,True,Washington,469,518,47.5,47.50,-120.5,-120.50,%null%,Breakdown by County (All Years),7738692,90.54,6.060455694579911,6.1,0.66
4,True,Virginia,452,504,37.77,37.77,-78.24,-78.24,%null%,Breakdown by County (All Years),8642274,89.68,5.230104946915592,5.2,0.34
5,True,Vermont,40,43,44.1584,44.16,-72.7678,-72.77,%null%,Breakdown by County (All Years),645570,93.02,6.196074786622675,6.2,0.72
6,True,Utah,242,262,39.25,39.25,-111.75,-111.75,%null%,Breakdown by County (All Years),3337975,92.37,7.249904507972648,7.2,0.96
7,True,Texas,1623,1792,31.25,31.25,-99.25,-99.25,%null%,Breakdown by County (All Years),29527941,90.57,5.4964889018167575,5.5,0.5
8,True,Tennessee,340,376,35.75,35.75,-86.25,-86.25,%null%,Breakdown by County (All Years),6975218,90.43,4.874399624499191,4.9,0.22
9,True,South Dakota,55,59,44.5,44.50,-100.25,-100.25,%null%,Breakdown by County (All Years),895376,93.22,6.1426707885849074,6.1,0.7
10,True,South Carolina,265,293,34,34.00,-81,-81.00,%null%,Breakdown by County (All Years),5190705,90.44,5.1052795333196554,5.1,0.28
11,True,Rhode Island,33,36,41.4966,41.50,-71.4757,-71.48,%null%,Breakdown by County (All Years),1095610,91.67,3.0120207007968163,3.0,0
12,True,Pennsylvania,645,698,40.86,40.86,-77.9,-77.90,%null%,Breakdown by County (All Years),12964056,92.41,4.975294768859375,5.0,0.26
13,True,Oregon,280,312,44,44.00,-120.5,-120.50,%null%,Breakdown by County (All Years),4246155,89.74,6.59420110664825,6.6,0.84
14,True,Oklahoma,231,251,35.5,35.50,-97.5,-97.50,%null%,Breakdown by County (All Years),3986639,92.03,5.794354592929031,5.8,0.6
15,True,Ohio,652,712,40.25,40.25,-83,-83.00,%null%,Breakdown by County (All Years),11780017,91.57,5.534796766422324,5.5,0.52
16,True,North Dakota,56,63,47.5,47.50,-100,-100.00,%null%,Breakdown by County (All Years),774948,88.89,7.2262913124493515,7.2,0.92
17,True,North Carolina,519,576,35.5,35.50,-80,-80.00,%null%,Breakdown by County (All Years),10551162,90.10,4.918889502407413,4.9,0.24
18,True,New York,801,898,43,43.00,-75.49,-75.49,%null%,Breakdown by County (All Years),19835913,89.20,4.0381302337835425,4.0,0.1
19,True,New Mexico,92,98,34.5,34.50,-106,-106.00,%null%,Breakdown by County (All Years),2115877,93.88,4.348078834450207,4.3,0.16
20,True,New Jersey,332,376,40.16,40.16,-74.49,-74.49,%null%,Breakdown by County (All Years),9267130,88.30,3.5825546852153796,3.6,0.06
21,True,New Hampshire,72,81,43.66,43.66,-71.49,-71.49,%null%,Breakdown by County (All Years),1388992,88.89,5.183615168409897,5.2,0.32
22,True,Nevada,169,190,39.25,39.25,-116.75,-116.75,%null%,Breakdown by County (All Years),3143991,88.95,5.3753334535626855,5.4,0.44
23,True,Nebraska,127,136,41.5,41.50,-99.75,-99.75,%null%,Breakdown by County (All Years),1963692,93.38,6.467409349327695,6.5,0.82
24,True,Montana,70,73,47,47.00,-109.75,-109.75,%null%,Breakdown by County (All Years),1104271,95.89,6.339023663575337,6.3,0.76
25,True,Missouri,384,415,38.25,38.25,-92.5,-92.50,%null%,Breakdown by County (All Years),6168187,92.53,6.225492190817171,6.2,0.74
26,True,Mississippi,104,114,33.503,33.50,-89.8071,-89.81,%null%,Breakdown by County (All Years),2949965,91.23,3.525465556371008,3.5,0.02
27,True,Minnesota,313,342,46.25,46.25,-94.25,-94.25,%null%,Breakdown by County (All Years),5707390,91.52,5.484117959347442,5.5,0.48
28,True,Michigan,517,567,43.1045,43.10,-84.6165,-84.62,%null%,Breakdown by County (All Years),10050811,91.18,5.143863515093458,5.1,0.3
29,True,Massachusetts,290,325,42.3616,42.36,-72.1839,-72.18,%null%,Breakdown by County (All Years),6984723,89.23,4.151918408217477,4.2,0.12
30,True,Maryland,335,379,39.4444,39.44,-77.0834,-77.08,%null%,Breakdown by County (All Years),6165129,88.39,5.433787354652271,5.4,0.46
31,True,Maine,84,89,45.5,45.50,-69.24,-69.24,%null%,Breakdown by County (All Years),1372247,94.38,6.12134695867435,6.1,0.68
32,True,Louisiana,178,195,30.6935,30.69,-92.241,-92.24,%null%,Breakdown by County (All Years),4624047,91.28,3.8494418417459855,3.8,0.08
33,True,Kentucky,242,273,37.79,37.79,-84.87,-84.87,%null%,Breakdown by County (All Years),4509394,88.64,5.36657475483402,5.4,0.42
34,True,Kansas,165,178,38.5,38.50,-98.5,-98.50,%null%,Breakdown by County (All Years),2934582,92.70,5.622606558617207,5.6,0.58
35,True,Iowa,171,189,42,42.00,-93.5,-93.50,%null%,Breakdown by County (All Years),3193079,90.48,5.3553325802462135,5.4,0.38
36,True,Indiana,492,527,40,40.00,-86.25,-86.25,%null%,Breakdown by County (All Years),6805985,93.36,7.2289315947654895,7.2,0.94
37,True,Illinois,547,617,40,40.00,-89.25,-89.25,%null%,Breakdown by County (All Years),12671469,88.65,4.316784423337184,4.3,0.14
38,True,Idaho,133,145,44.0739,44.07,-114.542,-114.54,%null%,Breakdown by County (All Years),1900923,91.72,6.996601124821994,7.0,0.9
39,True,Hawaii,81,89,20.79,20.79,-156.34,-156.34,%null%,Breakdown by County (All Years),1441553,91.01,5.61894012915238,5.6,0.56
40,True,Georgia,599,660,32.1598,32.16,-83.4715,-83.47,%null%,Breakdown by County (All Years),10799566,90.76,5.546519184196846,5.5,0.54
41,True,Florida,1040,1132,28.42,28.42,-81.55,-81.55,%null%,Breakdown by County (All Years),21781128,91.87,4.774775668183944,4.8,0.2
42,True,District of Columbia,24,27,38.91,38.91,-77,-77.00,%null%,Breakdown by County (All Years),670050,88.89,3.581822252070741,3.6,0.04
43,True,Delaware,89,104,38.6716,38.67,-75.4165,-75.42,%null%,Breakdown by County (All Years),1003384,85.58,8.869983974231202,8.9,0.98
44,True,Connecticut,211,233,41.6227,41.62,-72.7028,-72.70,%null%,Breakdown by County (All Years),3605597,90.56,5.852012856678104,5.9,0.64
45,True,Colorado,404,444,39,39.00,-105.5,-105.50,%null%,Breakdown by County (All Years),5812069,90.99,6.951053058730032,7.0,0.88
46,True,California,1850,2099,37.25,37.25,-119.75,-119.75,%null%,Breakdown by County (All Years),39237836,88.14,4.714836975209336,4.7,0.18
47,True,Arkansas,202,222,34.75,34.75,-92.5,-92.50,%null%,Breakdown by County (All Years),3025891,90.99,6.675719647535222,6.7,0.86
48,True,Arizona,464,515,34.5,34.50,-111.5,-111.50,%null%,Breakdown by County (All Years),7276316,90.10,6.376853341718529,6.4,0.78
49,True,Alaska,84,91,64,64.00,-150,-150.00,%null%,Breakdown by County (All Years),732673,92.31,11.46486904799276,11.5,1
50,True,Alabama,294,321,32.75,32.75,-86.75,-86.75,%null%,Breakdown by County (All Years),5039877,91.59,5.833475697918818,5.8,0.62
