,Age Chart-alias,State-alias,SUM(Possible Risk for Psychosis)-alias,SUM(Total Psychosis Responses)-alias,Latitude (generated)-value,Latitude (generated)-alias,Longitude (generated)-value,Longitude (generated)-alias,ATTR(Percentage Suffix Label %)-alias,ATTR(Tooltip Title Show)-alias,ATTR(State Population)-alias,AGG(% at Risk)-alias,AGG(# per 100K)-alias,AGG(Formatted Show # or Percent Positive Age)-alias,AGG(Show # or Percent)-alias
0,True,Wyoming,144,188,43,43.00,-107.5,-107.50,%null%,Breakdown by County (All Years),578803,76.60,24.878931173473532,24.9,0.82
1,True,Wisconsin,1141,1513,44.5,44.50,-90,-90.00,%null%,Breakdown by County (All Years),5895908,75.41,19.352405091802652,19.4,0.4
2,True,West Virginia,537,676,38.63,38.63,-80.73,-80.73,%null%,Breakdown by County (All Years),1782959,79.44,30.11847159693521,30.1,0.96
3,True,Washington,1716,2362,47.5,47.50,-120.5,-120.50,%null%,Breakdown by County (All Years),7738692,72.65,22.174289918761463,22.2,0.6
4,True,Virginia,1731,2301,37.77,37.77,-78.24,-78.24,%null%,Breakdown by County (All Years),8642274,75.23,20.02945058210374,20.0,0.52
5,True,Vermont,119,154,44.1584,44.16,-72.7678,-72.77,%null%,Breakdown by County (All Years),645570,77.27,18.433322490202457,18.4,0.34
6,True,Utah,813,1078,39.25,39.25,-111.75,-111.75,%null%,Breakdown by County (All Years),3337975,75.42,24.356084152817203,24.4,0.76
7,True,Texas,5075,6792,31.25,31.25,-99.25,-99.25,%null%,Breakdown by County (All Years),29527941,74.72,17.18711101461494,17.2,0.2
8,True,Tennessee,1716,2222,35.75,35.75,-86.25,-86.25,%null%,Breakdown by County (All Years),6975218,77.23,24.601381634237093,24.6,0.8
9,True,South Dakota,182,246,44.5,44.50,-100.25,-100.25,%null%,Breakdown by County (All Years),895376,73.98,20.326656064044602,20.3,0.54
10,True,South Carolina,1008,1355,34,34.00,-81,-81.00,%null%,Breakdown by County (All Years),5190705,74.39,19.419327432400802,19.4,0.42
11,True,Rhode Island,176,245,41.4966,41.50,-71.4757,-71.48,%null%,Breakdown by County (All Years),1095610,71.84,16.064110404249686,16.1,0.12
12,True,Pennsylvania,2364,3245,40.86,40.86,-77.9,-77.90,%null%,Breakdown by County (All Years),12964056,72.85,18.23503385051715,18.2,0.28
13,True,Oregon,1071,1425,44,44.00,-120.5,-120.50,%null%,Breakdown by County (All Years),4246155,75.16,25.222819232929556,25.2,0.84
14,True,Oklahoma,1170,1472,35.5,35.50,-97.5,-97.50,%null%,Breakdown by County (All Years),3986639,79.48,29.348029756393796,29.3,0.94
15,True,Ohio,2699,3548,40.25,40.25,-83,-83.00,%null%,Breakdown by County (All Years),11780017,76.07,22.911681706401613,22.9,0.62
16,True,North Dakota,151,217,47.5,47.50,-100,-100.00,%null%,Breakdown by County (All Years),774948,69.59,19.485178360354503,19.5,0.44
17,True,North Carolina,1874,2500,35.5,35.50,-80,-80.00,%null%,Breakdown by County (All Years),10551162,74.96,17.76107693162137,17.8,0.26
