,Age Chart-alias,State-alias,SUM(Possible Risk for Psychosis)-alias,SUM(Total Psychosis Responses)-alias,Latitude (generated)-value,Latitude (generated)-alias,Longitude (generated)-value,Longitude (generated)-alias,ATTR(Percentage Suffix Label %)-alias,ATTR(Tooltip Title Show)-alias,ATTR(State Population)-alias,AGG(% at Risk)-alias,AGG(# per 100K)-alias,AGG(Formatted Show # or Percent Positive Age)-alias,AGG(Show # or Percent)-alias
0,True,Wyoming,77,105,43,43.00,-107.5,-107.50,%null%,Breakdown by County (All Years),578803,73.33,13.303317363593486,13.3,0.44
1,True,Wisconsin,812,1046,44.5,44.50,-90,-90.00,%null%,Breakdown by County (All Years),5895908,77.63,13.772263746313545,13.8,0.52
2,True,West Virginia,383,468,38.63,38.63,-80.73,-80.73,%null%,Breakdown by County (All Years),1782959,81.84,21.481144546789913,21.5,0.98
3,True,Washington,1260,1645,47.5,47.50,-120.5,-120.50,%null%,Breakdown by County (All Years),7738692,76.60,16.281821269020654,16.3,0.74
4,True,Virginia,1183,1563,37.77,37.77,-78.24,-78.24,%null%,Breakdown by County (All Years),8642274,75.69,13.688526885400764,13.7,0.48
5,True,Vermont,87,117,44.1584,44.16,-72.7678,-72.77,%null%,Breakdown by County (All Years),645570,74.36,13.476462660904316,13.5,0.46
6,True,Utah,576,728,39.25,39.25,-111.75,-111.75,%null%,Breakdown by County (All Years),3337975,79.12,17.255971060298535,17.3,0.8
7,True,Texas,3801,4868,31.25,31.25,-99.25,-99.25,%null%,Breakdown by County (All Years),29527941,78.08,12.872553490946082,12.9,0.38
8,True,Tennessee,1179,1496,35.75,35.75,-86.25,-86.25,%null%,Breakdown by County (All Years),6975218,78.81,16.902697521425136,16.9,0.76
9,True,South Dakota,128,167,44.5,44.50,-100.25,-100.25,%null%,Breakdown by County (All Years),895376,76.65,14.295670198888512,14.3,0.56
10,True,South Carolina,664,851,34,34.00,-81,-81.00,%null%,Breakdown by County (All Years),5190705,78.03,12.792096641978304,12.8,0.36
11,True,Rhode Island,117,159,41.4966,41.50,-71.4757,-71.48,%null%,Breakdown by County (All Years),1095610,73.58,10.678982484643258,10.7,0.08
12,True,Pennsylvania,1714,2307,40.86,40.86,-77.9,-77.90,%null%,Breakdown by County (All Years),12964056,74.30,13.221170905154992,13.2,0.42
13,True,Oregon,792,1006,44,44.00,-120.5,-120.50,%null%,Breakdown by County (All Years),4246155,78.73,18.652168844519338,18.7,0.94
14,True,Oklahoma,728,949,35.5,35.50,-97.5,-97.50,%null%,Breakdown by County (All Years),3986639,76.71,18.26099629286725,18.3,0.88
15,True,Ohio,1728,2260,40.25,40.25,-83,-83.00,%null%,Breakdown by County (All Years),11780017,76.46,14.668909221438305,14.7,0.6
16,True,North Dakota,100,136,47.5,47.50,-100,-100.00,%null%,Breakdown by County (All Years),774948,73.53,12.904091629373841,12.9,0.4
17,True,North Carolina,1269,1637,35.5,35.50,-80,-80.00,%null%,Breakdown by County (All Years),10551162,77.52,12.02711132669558,12.0,0.22
18,True,New York,1980,2829,43,43.00,-75.49,-75.49,%null%,Breakdown by County (All Years),19835913,69.99,9.981894959914372,10.0,0.04
19,True,New Mexico,263,361,34.5,34.50,-106,-106.00,%null%,Breakdown by County (All Years),2115877,72.85,12.429834059352222,12.4,0.3
20,True,New Jersey,827,1194,40.16,40.16,-74.49,-74.49,%null%,Breakdown by County (All Years),9267130,69.26,8.92401423094313,8.9,0.02
21,True,New Hampshire,236,293,43.66,43.66,-71.49,-71.49,%null%,Breakdown by County (All Years),1388992,80.55,16.990738607565774,17.0,0.78
22,True,Nevada,436,589,39.25,39.25,-116.75,-116.75,%null%,Breakdown by County (All Years),3143991,74.02,13.867724176055212,13.9,0.54
23,True,Nebraska,240,330,41.5,41.50,-99.75,-99.75,%null%,Breakdown by County (All Years),1963692,72.73,12.221875935737378,12.2,0.26
24,True,Montana,200,265,47,47.00,-109.75,-109.75,%null%,Breakdown by County (All Years),1104271,75.47,18.111496181643815,18.1,0.84
25,True,Missouri,955,1215,38.25,38.25,-92.5,-92.50,%null%,Breakdown by County (All Years),6168187,78.60,15.48266938080833,15.5,0.64
26,True,Mississippi,405,497,33.503,33.50,-89.8071,-89.81,%null%,Breakdown by County (All Years),2949965,81.49,13.728976445483251,13.7,0.5
27,True,Minnesota,700,916,46.25,46.25,-94.25,-94.25,%null%,Breakdown by County (All Years),5707390,76.42,12.264800548061373,12.3,0.28
28,True,Michigan,1459,1915,43.1045,43.10,-84.6165,-84.62,%null%,Breakdown by County (All Years),10050811,76.19,14.516241525186377,14.5,0.58
29,True,Massachusetts,749,1050,42.3616,42.36,-72.1839,-72.18,%null%,Breakdown by County (All Years),6984723,71.33,10.72340306122376,10.7,0.1
