,Age Chart-alias,State-alias,SUM(Possible Risk for Psychosis)-alias,SUM(Total Psychosis Responses)-alias,Latitude (generated)-value,Latitude (generated)-alias,Longitude (generated)-value,Longitude (generated)-alias,ATTR(Percentage Suffix Label %)-alias,ATTR(Tooltip Title Show)-alias,ATTR(State Population)-alias,AGG(% at Risk)-alias,AGG(# per 100K)-alias,AGG(Formatted Show # or Percent Positive Age)-alias,AGG(Show # or Percent)-alias
0,True,Wyoming,125,166,43,43.00,-107.5,-107.50,%null%,Breakdown by County (All Years),578803,75.30,21.596294421417994,21.6,0.8
1,True,Wisconsin,982,1376,44.5,44.50,-90,-90.00,%null%,Breakdown by County (All Years),5895908,71.37,16.655619456748646,16.7,0.36
2,True,West Virginia,460,578,38.63,38.63,-80.73,-80.73,%null%,Breakdown by County (All Years),1782959,79.58,25.799808071862564,25.8,0.94
3,True,Washington,1362,1871,47.5,47.50,-120.5,-120.50,%null%,Breakdown by County (All Years),7738692,72.80,17.599873466988992,17.6,0.48
4,True,Virginia,1433,1986,37.77,37.77,-78.24,-78.24,%null%,Breakdown by County (All Years),8642274,72.16,16.581284046305406,16.6,0.34
5,True,Vermont,131,180,44.1584,44.16,-72.7678,-72.77,%null%,Breakdown by County (All Years),645570,72.78,20.29214492618926,20.3,0.58
6,True,Utah,734,974,39.25,39.25,-111.75,-111.75,%null%,Breakdown by County (All Years),3337975,75.36,21.98937978864431,22.0,0.82
7,True,Texas,4705,6248,31.25,31.25,-99.25,-99.25,%null%,Breakdown by County (All Years),29527941,75.30,15.934060556406559,15.9,0.26
8,True,Tennessee,1559,1983,35.75,35.75,-86.25,-86.25,%null%,Breakdown by County (All Years),6975218,78.62,22.350555925277174,22.4,0.84
9,True,South Dakota,190,251,44.5,44.50,-100.25,-100.25,%null%,Breakdown by County (All Years),895376,75.70,21.220135451475134,21.2,0.72
10,True,South Carolina,947,1249,34,34.00,-81,-81.00,%null%,Breakdown by County (All Years),5190705,75.82,18.244149879447974,18.2,0.52
11,True,Rhode Island,149,200,41.4966,41.50,-71.4757,-71.48,%null%,Breakdown by County (All Years),1095610,74.50,13.599729830870473,13.6,0.1
12,True,Pennsylvania,2211,3047,40.86,40.86,-77.9,-77.90,%null%,Breakdown by County (All Years),12964056,72.56,17.054847649531904,17.1,0.4
13,True,Oregon,914,1185,44,44.00,-120.5,-120.50,%null%,Breakdown by County (All Years),4246155,77.13,21.52535646955893,21.5,0.78
14,True,Oklahoma,1095,1424,35.5,35.50,-97.5,-97.50,%null%,Breakdown by County (All Years),3986639,76.90,27.466745797650603,27.5,0.98
15,True,Ohio,2356,3096,40.25,40.25,-83,-83.00,%null%,Breakdown by County (All Years),11780017,76.10,19.999971137562877,20.0,0.56
16,True,North Dakota,132,184,47.5,47.50,-100,-100.00,%null%,Breakdown by County (All Years),774948,71.74,17.03340095077347,17.0,0.38
17,True,North Carolina,1709,2366,35.5,35.50,-80,-80.00,%null%,Breakdown by County (All Years),10551162,72.23,16.197268130277973,16.2,0.28
18,True,New York,2468,3593,43,43.00,-75.49,-75.49,%null%,Breakdown by County (All Years),19835913,68.69,12.442079172256905,12.4,0.04
19,True,New Mexico,335,460,34.5,34.50,-106,-106.00,%null%,Breakdown by County (All Years),2115877,72.83,15.832678364574122,15.8,0.24
20,True,New Jersey,1020,1513,40.16,40.16,-74.49,-74.49,%null%,Breakdown by County (All Years),9267130,67.42,11.006643912408697,11.0,0
21,True,New Hampshire,237,313,43.66,43.66,-71.49,-71.49,%null%,Breakdown by County (All Years),1388992,75.72,17.062733262682578,17.1,0.42
22,True,Nevada,513,701,39.25,39.25,-116.75,-116.75,%null%,Breakdown by County (All Years),3143991,73.18,16.316840601642944,16.3,0.32
23,True,Nebraska,343,478,41.5,41.50,-99.75,-99.75,%null%,Breakdown by County (All Years),1963692,71.76,17.467097691491333,17.5,0.46
24,True,Montana,229,294,47,47.00,-109.75,-109.75,%null%,Breakdown by County (All Years),1104271,77.89,20.73766312798217,20.7,0.68
25,True,Missouri,1275,1705,38.25,38.25,-92.5,-92.50,%null%,Breakdown by County (All Years),6168187,74.78,20.67057953982264,20.7,0.64
26,True,Mississippi,627,884,33.503,33.50,-89.8071,-89.81,%null%,Breakdown by County (All Years),2949965,70.93,21.25448946004444,21.3,0.74
27,True,Minnesota,886,1242,46.25,46.25,-94.25,-94.25,%null%,Breakdown by County (All Years),5707390,71.34,15.52373326511768,15.5,0.22
28,True,Michigan,1822,2475,43.1045,43.10,-84.6165,-84.62,%null%,Breakdown by County (All Years),10050811,73.62,18.127890376209443,18.1,0.5
29,True,Massachusetts,1007,1390,42.3616,42.36,-72.1839,-72.18,%null%,Breakdown by County (All Years),6984723,72.45,14.417178748534479,14.4,0.14
