,Age Chart-alias,State-alias,SUM(Possible Risk for Psychosis)-alias,SUM(Total Psychosis Responses)-alias,Latitude (generated)-value,Latitude (generated)-alias,Longitude (generated)-value,Longitude (generated)-alias,ATTR(Percentage Suffix Label %)-alias,ATTR(Tooltip Title Show)-alias,ATTR(State Population)-alias,AGG(% at Risk)-alias,AGG(# per 100K)-alias,AGG(Formatted Show # or Percent Positive Age)-alias,AGG(Show # or Percent)-alias
0,True,Wyoming,63,66,43,43.00,-107.5,-107.50,%null%,Breakdown by County (All Years),578803,95.45,10.88453238839467,10.9,0.86
1,True,Wisconsin,512,583,44.5,44.50,-90,-90.00,%null%,Breakdown by County (All Years),5895908,87.82,8.683988963192778,8.7,0.34
2,True,West Virginia,187,204,38.63,38.63,-80.73,-80.73,%null%,Breakdown by County (All Years),1782959,91.67,10.488182846604998,10.5,0.82
3,True,Washington,706,780,47.5,47.50,-120.5,-120.50,%null%,Breakdown by County (All Years),7738692,90.51,9.122988742800464,9.1,0.5
4,True,Virginia,751,843,37.77,37.77,-78.24,-78.24,%null%,Breakdown by County (All Years),8642274,89.09,8.689842511357542,8.7,0.36
5,True,Vermont,61,69,44.1584,44.16,-72.7678,-72.77,%null%,Breakdown by County (All Years),645570,88.41,9.44901404959958,9.4,0.64
6,True,Utah,344,390,39.25,39.25,-111.75,-111.75,%null%,Breakdown by County (All Years),3337975,88.21,10.305649383233847,10.3,0.78
7,True,Texas,2603,2871,31.25,31.25,-99.25,-99.25,%null%,Breakdown by County (All Years),29527941,90.67,8.815379304638952,8.8,0.4
8,True,Tennessee,651,711,35.75,35.75,-86.25,-86.25,%null%,Breakdown by County (All Years),6975218,91.56,9.33304163396757,9.3,0.56
9,True,South Dakota,84,92,44.5,44.50,-100.25,-100.25,%null%,Breakdown by County (All Years),895376,91.30,9.381533568020586,9.4,0.6
10,True,South Carolina,444,479,34,34.00,-81,-81.00,%null%,Breakdown by County (All Years),5190705,92.69,8.553751369033687,8.6,0.32
11,True,Rhode Island,84,95,41.4966,41.50,-71.4757,-71.48,%null%,Breakdown by County (All Years),1095610,88.42,7.666961783846441,7.7,0.16
12,True,Pennsylvania,1056,1180,40.86,40.86,-77.9,-77.90,%null%,Breakdown by County (All Years),12964056,89.49,8.145598877388373,8.1,0.22
13,True,Oregon,397,452,44,44.00,-120.5,-120.50,%null%,Breakdown by County (All Years),4246155,87.83,9.349635140497698,9.3,0.58
14,True,Oklahoma,467,505,35.5,35.50,-97.5,-97.50,%null%,Breakdown by County (All Years),3986639,92.48,11.714128116440941,11.7,0.94
15,True,Ohio,1094,1214,40.25,40.25,-83,-83.00,%null%,Breakdown by County (All Years),11780017,90.12,9.286913592739298,9.3,0.54
16,True,North Dakota,81,86,47.5,47.50,-100,-100.00,%null%,Breakdown by County (All Years),774948,94.19,10.452314219792811,10.5,0.8
17,True,North Carolina,882,975,35.5,35.50,-80,-80.00,%null%,Breakdown by County (All Years),10551162,90.46,8.359268865362885,8.4,0.3
18,True,New York,1314,1493,43,43.00,-75.49,-75.49,%null%,Breakdown by County (All Years),19835913,88.01,6.624348473397721,6.6,0.02
19,True,New Mexico,161,179,34.5,34.50,-106,-106.00,%null%,Breakdown by County (All Years),2115877,89.94,7.609137960287862,7.6,0.14
20,True,New Jersey,570,656,40.16,40.16,-74.49,-74.49,%null%,Breakdown by County (All Years),9267130,86.89,6.150771598110741,6.2,0
21,True,New Hampshire,116,126,43.66,43.66,-71.49,-71.49,%null%,Breakdown by County (All Years),1388992,92.06,8.351379993549278,8.4,0.28
22,True,Nevada,285,329,39.25,39.25,-116.75,-116.75,%null%,Breakdown by County (All Years),3143991,86.63,9.064911445357192,9.1,0.48
23,True,Nebraska,188,211,41.5,41.50,-99.75,-99.75,%null%,Breakdown by County (All Years),1963692,89.10,9.57380281632761,9.6,0.66
24,True,Montana,112,121,47,47.00,-109.75,-109.75,%null%,Breakdown by County (All Years),1104271,92.56,10.142437861720538,10.1,0.72
25,True,Missouri,566,611,38.25,38.25,-92.5,-92.50,%null%,Breakdown by County (All Years),6168187,92.64,9.17611609375656,9.2,0.52
26,True,Mississippi,216,239,33.503,33.50,-89.8071,-89.81,%null%,Breakdown by County (All Years),2949965,90.38,7.322120770924401,7.3,0.1
27,True,Minnesota,497,562,46.25,46.25,-94.25,-94.25,%null%,Breakdown by County (All Years),5707390,88.43,8.708008389123576,8.7,0.38
28,True,Michigan,888,987,43.1045,43.10,-84.6165,-84.62,%null%,Breakdown by County (All Years),10050811,89.97,8.83510793308122,8.8,0.44
29,True,Massachusetts,475,529,42.3616,42.36,-72.1839,-72.18,%null%,Breakdown by County (All Years),6984723,89.79,6.80055601345966,6.8,0.06
30,True,Maryland,549,606,39.4444,39.44,-77.0834,-77.08,%null%,Breakdown by County (All Years),6165129,90.59,8.904923157325662,8.9,0.46
31,True,Maine,164,177,45.5,45.50,-69.24,-69.24,%null%,Breakdown by County (All Years),1372247,92.66,11.951201205030873,12.0,0.96
32,True,Louisiana,312,345,30.6935,30.69,-92.241,-92.24,%null%,Breakdown by County (All Years),4624047,90.43,6.747336261936784,6.7,0.04
33,True,Kentucky,457,515,37.79,37.79,-84.87,-84.87,%null%,Breakdown by County (All Years),4509394,88.74,10.134399433715483,10.1,0.7
34,True,Kansas,302,335,38.5,38.50,-98.5,-98.50,%null%,Breakdown by County (All Years),2934582,90.15,10.291073822438767,10.3,0.76
35,True,Iowa,301,334,42,42.00,-93.5,-93.50,%null%,Breakdown by County (All Years),3193079,90.12,9.426638050608833,9.4,0.62
36,True,Indiana,752,819,40,40.00,-86.25,-86.25,%null%,Breakdown by County (All Years),6805985,91.82,11.049098697690342,11.0,0.88
37,True,Illinois,995,1122,40,40.00,-89.25,-89.25,%null%,Breakdown by County (All Years),12671469,88.68,7.852286108264163,7.9,0.18
38,True,Idaho,205,233,44.0739,44.07,-114.542,-114.54,%null%,Breakdown by County (All Years),1900923,87.98,10.784234816454953,10.8,0.84
39,True,Hawaii,114,136,20.79,20.79,-156.34,-156.34,%null%,Breakdown by County (All Years),1441553,83.82,7.908137959547793,7.9,0.2
40,True,Georgia,953,1062,32.1598,32.16,-83.4715,-83.47,%null%,Breakdown by County (All Years),10799566,89.74,8.824428685374949,8.8,0.42
41,True,Florida,1812,2061,28.42,28.42,-81.55,-81.55,%null%,Breakdown by County (All Years),21781128,87.92,8.319128375720487,8.3,0.26
42,True,District of Columbia,46,53,38.91,38.91,-77,-77.00,%null%,Breakdown by County (All Years),670050,86.79,6.865159316468921,6.9,0.08
43,True,Delaware,120,137,38.6716,38.67,-75.4165,-75.42,%null%,Breakdown by County (All Years),1003384,87.59,11.959528954019598,12.0,0.98
44,True,Connecticut,298,343,41.6227,41.62,-72.7028,-72.70,%null%,Breakdown by County (All Years),3605597,86.88,8.264928110379502,8.3,0.24
45,True,Colorado,664,741,39,39.00,-105.5,-105.50,%null%,Breakdown by County (All Years),5812069,89.61,11.424503047021638,11.4,0.9
46,True,California,2959,3365,37.25,37.25,-119.75,-119.75,%null%,Breakdown by County (All Years),39237836,87.93,7.5411905998077975,7.5,0.12
47,True,Arkansas,353,389,34.75,34.75,-92.5,-92.50,%null%,Breakdown by County (All Years),3025891,90.75,11.665985324653136,11.7,0.92
48,True,Arizona,730,810,34.5,34.50,-111.5,-111.50,%null%,Breakdown by County (All Years),7276316,90.12,10.032549438479583,10.0,0.68
49,True,Alaska,130,141,64,64.00,-150,-150.00,%null%,Breakdown by County (All Years),732673,92.20,17.743249717131654,17.7,1
50,True,Alabama,515,573,32.75,32.75,-86.75,-86.75,%null%,Breakdown by County (All Years),5039877,89.88,10.218503348395208,10.2,0.74
