,Age Chart-alias,State-alias,SUM(Possible Risk for Psychosis)-alias,SUM(Total Psychosis Responses)-alias,Latitude (generated)-value,Latitude (generated)-alias,Longitude (generated)-value,Longitude (generated)-alias,ATTR(Percentage Suffix Label %)-alias,ATTR(Tooltip Title Show)-alias,ATTR(State Population)-alias,AGG(% at Risk)-alias,AGG(# per 100K)-alias,AGG(Formatted Show # or Percent Positive Age)-alias,AGG(Show # or Percent)-alias
0,True,Wyoming,89,100,43,43.00,-107.5,-107.50,%null%,Breakdown by County (All Years),578803,89.00,15.376561628049613,15.4,0.48
1,True,Wisconsin,903,1129,44.5,44.50,-90,-90.00,%null%,Breakdown by County (All Years),5895908,79.98,15.31570709719351,15.3,0.44
2,True,West Virginia,358,435,38.63,38.63,-80.73,-80.73,%null%,Breakdown by County (All Years),1782959,82.30,20.078981064623473,20.1,0.96
3,True,Washington,1258,1568,47.5,47.50,-120.5,-120.50,%null%,Breakdown by County (All Years),7738692,80.23,16.25597710827618,16.3,0.54
4,True,Virginia,1231,1558,37.77,37.77,-78.24,-78.24,%null%,Breakdown by County (All Years),8642274,79.01,14.243936260294456,14.2,0.36
5,True,Vermont,108,134,44.1584,44.16,-72.7678,-72.77,%null%,Breakdown by County (All Years),645570,80.60,16.729401923881223,16.7,0.66
6,True,Utah,599,740,39.25,39.25,-111.75,-111.75,%null%,Breakdown by County (All Years),3337975,80.95,17.945011571386843,17.9,0.8
7,True,Texas,4041,5029,31.25,31.25,-99.25,-99.25,%null%,Breakdown by County (All Years),29527941,80.35,13.685342977351517,13.7,0.28
8,True,Tennessee,1180,1470,35.75,35.75,-86.25,-86.25,%null%,Breakdown by County (All Years),6975218,80.27,16.91703399090896,16.9,0.7
9,True,South Dakota,149,175,44.5,44.50,-100.25,-100.25,%null%,Breakdown by County (All Years),895376,85.14,16.64105359089366,16.6,0.6
10,True,South Carolina,814,1011,34,34.00,-81,-81.00,%null%,Breakdown by County (All Years),5190705,80.51,15.681877509895093,15.7,0.5
11,True,Rhode Island,103,139,41.4966,41.50,-71.4757,-71.48,%null%,Breakdown by County (All Years),1095610,74.10,9.401155520668851,9.4,0
12,True,Pennsylvania,1785,2245,40.86,40.86,-77.9,-77.90,%null%,Breakdown by County (All Years),12964056,79.51,13.768839011494551,13.8,0.3
13,True,Oregon,829,1016,44,44.00,-120.5,-120.50,%null%,Breakdown by County (All Years),4246155,81.59,19.523545419326425,19.5,0.92
14,True,Oklahoma,800,999,35.5,35.50,-97.5,-97.50,%null%,Breakdown by County (All Years),3986639,80.08,20.067028893260712,20.1,0.94
15,True,Ohio,1969,2444,40.25,40.25,-83,-83.00,%null%,Breakdown by County (All Years),11780017,80.56,16.714746676511588,16.7,0.64
16,True,North Dakota,142,167,47.5,47.50,-100,-100.00,%null%,Breakdown by County (All Years),774948,85.03,18.323810113710856,18.3,0.84
17,True,North Carolina,1413,1772,35.5,35.50,-80,-80.00,%null%,Breakdown by County (All Years),10551162,79.74,13.39188991695891,13.4,0.24
18,True,New York,2102,2776,43,43.00,-75.49,-75.49,%null%,Breakdown by County (All Years),19835913,75.72,10.596941013000007,10.6,0.04
19,True,New Mexico,268,330,34.5,34.50,-106,-106.00,%null%,Breakdown by County (All Years),2115877,81.21,12.666142691659298,12.7,0.18
20,True,New Jersey,889,1174,40.16,40.16,-74.49,-74.49,%null%,Breakdown by County (All Years),9267130,75.72,9.593045527579736,9.6,0.02
21,True,New Hampshire,213,258,43.66,43.66,-71.49,-71.49,%null%,Breakdown by County (All Years),1388992,82.56,15.334861539879281,15.3,0.46
22,True,Nevada,448,561,39.25,39.25,-116.75,-116.75,%null%,Breakdown by County (All Years),3143991,79.86,14.249404657964988,14.2,0.38
23,True,Nebraska,323,395,41.5,41.50,-99.75,-99.75,%null%,Breakdown by County (All Years),1963692,81.77,16.448608030179887,16.4,0.58
24,True,Montana,188,225,47,47.00,-109.75,-109.75,%null%,Breakdown by County (All Years),1104271,83.56,17.02480641074519,17.0,0.72
25,True,Missouri,1073,1320,38.25,38.25,-92.5,-92.50,%null%,Breakdown by County (All Years),6168187,81.29,17.39571125194486,17.4,0.74
26,True,Mississippi,400,513,33.503,33.50,-89.8071,-89.81,%null%,Breakdown by County (All Years),2949965,77.97,13.559482909119259,13.6,0.26
27,True,Minnesota,812,1006,46.25,46.25,-94.25,-94.25,%null%,Breakdown by County (All Years),5707390,80.72,14.227168635751191,14.2,0.34
28,True,Michigan,1525,1903,43.1045,43.10,-84.6165,-84.62,%null%,Breakdown by County (All Years),10050811,80.14,15.172904952645116,15.2,0.42
29,True,Massachusetts,764,994,42.3616,42.36,-72.1839,-72.18,%null%,Breakdown by County (All Years),6984723,76.86,10.938157461648801,10.9,0.06
30,True,Maryland,722,918,39.4444,39.44,-77.0834,-77.08,%null%,Breakdown by County (All Years),6165129,78.65,11.711028268832656,11.7,0.1
31,True,Maine,259,317,45.5,45.50,-69.24,-69.24,%null%,Breakdown by County (All Years),1372247,81.70,18.874153122579244,18.9,0.88
32,True,Louisiana,549,682,30.6935,30.69,-92.241,-92.24,%null%,Breakdown by County (All Years),4624047,80.50,11.872716691677224,11.9,0.12
33,True,Kentucky,811,1015,37.79,37.79,-84.87,-84.87,%null%,Breakdown by County (All Years),4509394,79.90,17.98467820731566,18.0,0.82
34,True,Kansas,515,638,38.5,38.50,-98.5,-98.50,%null%,Breakdown by County (All Years),2934582,80.72,17.549347743562794,17.5,0.78
35,True,Iowa,525,642,42,42.00,-93.5,-93.50,%null%,Breakdown by County (All Years),3193079,81.78,16.441810553387498,16.4,0.56
36,True,Indiana,1323,1600,40,40.00,-86.25,-86.25,%null%,Breakdown by County (All Years),6805985,82.69,19.438773373729152,19.4,0.9
37,True,Illinois,1522,1976,40,40.00,-89.25,-89.25,%null%,Breakdown by County (All Years),12671469,77.02,12.011235634952822,12.0,0.16
38,True,Idaho,317,398,44.0739,44.07,-114.542,-114.54,%null%,Breakdown by County (All Years),1900923,79.65,16.676109447884002,16.7,0.62
39,True,Hawaii,173,215,20.79,20.79,-156.34,-156.34,%null%,Breakdown by County (All Years),1441553,80.47,12.000946201769898,12.0,0.14
40,True,Georgia,1598,1997,32.1598,32.16,-83.4715,-83.47,%null%,Breakdown by County (All Years),10799566,80.02,14.796890912097764,14.8,0.4
41,True,Florida,2850,3592,28.42,28.42,-81.55,-81.55,%null%,Breakdown by County (All Years),21781128,79.34,13.084721783004076,13.1,0.2
42,True,District of Columbia,94,124,38.91,38.91,-77,-77.00,%null%,Breakdown by County (All Years),670050,75.81,14.028803820610403,14.0,0.32
43,True,Delaware,169,239,38.6716,38.67,-75.4165,-75.42,%null%,Breakdown by County (All Years),1003384,70.71,16.84300327691093,16.8,0.68
44,True,Connecticut,478,645,41.6227,41.62,-72.7028,-72.70,%null%,Breakdown by County (All Years),3605597,74.11,13.25716656631343,13.3,0.22
45,True,Colorado,1084,1387,39,39.00,-105.5,-105.50,%null%,Breakdown by County (All Years),5812069,78.15,18.650845335800383,18.7,0.86
46,True,California,4538,5920,37.25,37.25,-119.75,-119.75,%null%,Breakdown by County (All Years),39237836,76.66,11.565367672162145,11.6,0.08
47,True,Arkansas,613,744,34.75,34.75,-92.5,-92.50,%null%,Breakdown by County (All Years),3025891,82.39,20.25849576207471,20.3,0.98
48,True,Arizona,1164,1449,34.5,34.50,-111.5,-111.50,%null%,Breakdown by County (All Years),7276316,80.33,15.997106227931827,16.0,0.52
49,True,Alaska,188,239,64,64.00,-150,-150.00,%null%,Breakdown by County (All Years),732673,78.66,25.65946882169808,25.7,1
50,True,Alabama,878,1093,32.75,32.75,-86.75,-86.75,%null%,Breakdown by County (All Years),5039877,80.33,17.42106007745824,17.4,0.76
