,Age Chart-alias,State-alias,SUM(Count of Trauma Survivor)-alias,SUM(State Population)-alias,SUM(Total Count of Reported Special Populations)-alias,Latitude (generated)-value,Latitude (generated)-alias,Longitude (generated)-value,Longitude (generated)-alias,ATTR(Percentage Suffix Label %)-alias,ATTR(Tooltip Title Show)-alias,AGG(Formatted Show # or Percent Positive Age)-alias,AGG(Show # or Percent)-alias
0,True,Wyoming,638,578803,2026,43,43.00,-107.5,-107.50,%,%null%,31.49,0.7
1,True,Wisconsin,4749,5895908,16108,44.5,44.50,-90,-90.00,%,%null%,29.48,0.4
2,True,West Virginia,1766,1782959,5228,38.63,38.63,-80.73,-80.73,%,%null%,33.78,0.86
3,True,Washington,7380,7738692,21849,47.5,47.50,-120.5,-120.50,%,%null%,33.78,0.84
4,True,Virginia,6740,8642274,23803,37.77,37.77,-78.24,-78.24,%,%null%,28.32,0.28
5,True,Vermont,624,645570,1992,44.1584,44.16,-72.7678,-72.77,%,%null%,31.33,0.68
6,True,Utah,3244,3337975,11452,39.25,39.25,-111.75,-111.75,%,%null%,28.33,0.3
7,True,Texas,20164,29527941,72441,31.25,31.25,-99.25,-99.25,%,%null%,27.84,0.24
8,True,Tennessee,6386,6975218,18187,35.75,35.75,-86.25,-86.25,%,%null%,35.11,0.94
9,True,South Dakota,761,895376,2459,44.5,44.50,-100.25,-100.25,%,%null%,30.95,0.58
10,True,South Carolina,3836,5190705,12740,34,34.00,-81,-81.00,%,%null%,30.11,0.48
11,True,Rhode Island,715,1095610,2605,41.4966,41.50,-71.4757,-71.48,%,%null%,27.45,0.16
12,True,Pennsylvania,9679,12964056,31696,40.86,40.86,-77.9,-77.90,%,%null%,30.54,0.56
13,True,Oregon,4864,4246155,12479,44,44.00,-120.5,-120.50,%,%null%,38.98,1
14,True,Oklahoma,4159,3986639,11244,35.5,35.50,-97.5,-97.50,%,%null%,36.99,0.96
15,True,Ohio,10299,11780017,32404,40.25,40.25,-83,-83.00,%,%null%,31.78,0.72
16,True,North Dakota,637,774948,2090,47.5,47.50,-100,-100.00,%,%null%,30.48,0.54
17,True,North Carolina,7245,10551162,24886,35.5,35.50,-80,-80.00,%,%null%,29.11,0.36
18,True,New York,12488,19835913,48564,43,43.00,-75.49,-75.49,%,%null%,25.71,0.08
19,True,New Mexico,1599,2115877,4944,34.5,34.50,-106,-106.00,%,%null%,32.34,0.76
20,True,New Jersey,5023,9267130,21109,40.16,40.16,-74.49,-74.49,%,%null%,23.80,0.02
21,True,New Hampshire,1225,1388992,3775,43.66,43.66,-71.49,-71.49,%,%null%,32.45,0.78
22,True,Nevada,2424,3143991,8104,39.25,39.25,-116.75,-116.75,%,%null%,29.91,0.44
23,True,Nebraska,1687,1963692,5396,41.5,41.50,-99.75,-99.75,%,%null%,31.26,0.66
24,True,Montana,1170,1104271,3091,47,47.00,-109.75,-109.75,%,%null%,37.85,0.98
25,True,Missouri,5632,6168187,16230,38.25,38.25,-92.5,-92.50,%,%null%,34.70,0.92
26,True,Mississippi,2107,2949965,7053,33.503,33.50,-89.8071,-89.81,%,%null%,29.87,0.42
27,True,Minnesota,4744,5707390,15655,46.25,46.25,-94.25,-94.25,%,%null%,30.30,0.52
28,True,Michigan,8165,10050811,26290,43.1045,43.10,-84.6165,-84.62,%,%null%,31.06,0.62
29,True,Massachusetts,5034,6984723,17136,42.3616,42.36,-72.1839,-72.18,%,%null%,29.38,0.38
30,True,Maryland,3973,6165129,15211,39.4444,39.44,-77.0834,-77.08,%,%null%,26.12,0.1
31,True,Maine,1540,1372247,4504,45.5,45.50,-69.24,-69.24,%,%null%,34.19,0.9
32,True,Louisiana,2808,4624047,9275,30.6935,30.69,-92.241,-92.24,%,%null%,30.27,0.5
33,True,Kentucky,4289,4509394,12564,37.79,37.79,-84.87,-84.87,%,%null%,34.14,0.88
34,True,Kansas,2819,2934582,8809,38.5,38.50,-98.5,-98.50,%,%null%,32.00,0.74
35,True,Iowa,2880,3193079,9272,42,42.00,-93.5,-93.50,%,%null%,31.06,0.64
36,True,Indiana,7177,6805985,23878,40,40.00,-86.25,-86.25,%,%null%,30.06,0.46
37,True,Illinois,8803,12671469,31663,40,40.00,-89.25,-89.25,%,%null%,27.80,0.22
38,True,Idaho,1763,1900923,5680,44.0739,44.07,-114.542,-114.54,%,%null%,31.04,0.6
39,True,Hawaii,1017,1441553,4684,20.79,20.79,-156.34,-156.34,%,%null%,21.71,0
40,True,Georgia,7800,10799566,28209,32.1598,32.16,-83.4715,-83.47,%,%null%,27.65,0.2
41,True,Florida,13999,21781128,50008,28.42,28.42,-81.55,-81.55,%,%null%,27.99,0.26
42,True,District of Columbia,600,670050,2101,38.91,38.91,-77,-77.00,%,%null%,28.56,0.34
43,True,Delaware,925,1003384,3485,38.6716,38.67,-75.4165,-75.42,%,%null%,26.54,0.12
44,True,Connecticut,2620,3605597,9865,41.6227,41.62,-72.7028,-72.70,%,%null%,26.56,0.14
45,True,Colorado,6089,5812069,18760,39,39.00,-105.5,-105.50,%,%null%,32.46,0.8
46,True,California,25049,39237836,101120,37.25,37.25,-119.75,-119.75,%,%null%,24.77,0.06
47,True,Arkansas,3223,3025891,9690,34.75,34.75,-92.5,-92.50,%,%null%,33.26,0.82
48,True,Arizona,6492,7276316,22745,34.5,34.50,-111.5,-111.50,%,%null%,28.54,0.32
49,True,Alaska,1278,732673,5232,64,64.00,-150,-150.00,%,%null%,24.43,0.04
50,True,Alabama,4520,5039877,16424,32.75,32.75,-86.75,-86.75,%,%null%,27.52,0.18
