,Age Chart-alias,State-alias,SUM(Count of Trauma Survivor)-alias,SUM(State Population)-alias,SUM(Total Count of Reported Special Populations)-alias,Latitude (generated)-value,Latitude (generated)-alias,Longitude (generated)-value,Longitude (generated)-alias,ATTR(Percentage Suffix Label %)-alias,ATTR(Tooltip Title Show)-alias,AGG(Formatted Show # or Percent Positive Age)-alias,AGG(Show # or Percent)-alias
0,True,Wyoming,315,578803,780,43,43.00,-107.5,-107.50,%,%null%,40.38,0.94
1,True,Wisconsin,2704,5895908,7908,44.5,44.50,-90,-90.00,%,%null%,34.19,0.4
2,True,West Virginia,1027,1782959,2593,38.63,38.63,-80.73,-80.73,%,%null%,39.61,0.88
3,True,Washington,4616,7738692,12069,47.5,47.50,-120.5,-120.50,%,%null%,38.25,0.76
4,True,Virginia,3776,8642274,11752,37.77,37.77,-78.24,-78.24,%,%null%,32.13,0.26
5,True,Vermont,428,645570,1100,44.1584,44.16,-72.7678,-72.77,%,%null%,38.91,0.82
6,True,Utah,2067,3337975,7136,39.25,39.25,-111.75,-111.75,%,%null%,28.97,0.06
7,True,Texas,11288,29527941,35528,31.25,31.25,-99.25,-99.25,%,%null%,31.77,0.24
8,True,Tennessee,3922,6975218,9872,35.75,35.75,-86.25,-86.25,%,%null%,39.73,0.9
9,True,South Dakota,485,895376,1275,44.5,44.50,-100.25,-100.25,%,%null%,38.04,0.68
10,True,South Carolina,2285,5190705,6455,34,34.00,-81,-81.00,%,%null%,35.40,0.52
11,True,Rhode Island,417,1095610,1240,41.4966,41.50,-71.4757,-71.48,%,%null%,33.63,0.3
12,True,Pennsylvania,5578,12964056,16326,40.86,40.86,-77.9,-77.90,%,%null%,34.17,0.36
13,True,Oregon,3056,4246155,6967,44,44.00,-120.5,-120.50,%,%null%,43.86,1
14,True,Oklahoma,2592,3986639,6124,35.5,35.50,-97.5,-97.50,%,%null%,42.33,0.96
15,True,Ohio,6065,11780017,16472,40.25,40.25,-83,-83.00,%,%null%,36.82,0.62
16,True,North Dakota,367,774948,1058,47.5,47.50,-100,-100.00,%,%null%,34.69,0.46
17,True,North Carolina,4582,10551162,13332,35.5,35.50,-80,-80.00,%,%null%,34.37,0.44
18,True,New York,6899,19835913,22848,43,43.00,-75.49,-75.49,%,%null%,30.20,0.12
19,True,New Mexico,935,2115877,2435,34.5,34.50,-106,-106.00,%,%null%,38.40,0.78
20,True,New Jersey,2604,9267130,9788,40.16,40.16,-74.49,-74.49,%,%null%,26.60,0.02
21,True,New Hampshire,731,1388992,1915,43.66,43.66,-71.49,-71.49,%,%null%,38.17,0.74
22,True,Nevada,1330,3143991,3890,39.25,39.25,-116.75,-116.75,%,%null%,34.19,0.38
23,True,Nebraska,1059,1963692,2958,41.5,41.50,-99.75,-99.75,%,%null%,35.80,0.56
24,True,Montana,694,1104271,1589,47,47.00,-109.75,-109.75,%,%null%,43.68,0.98
25,True,Missouri,3321,6168187,8553,38.25,38.25,-92.5,-92.50,%,%null%,38.83,0.8
26,True,Mississippi,1355,2949965,3557,33.503,33.50,-89.8071,-89.81,%,%null%,38.09,0.72
27,True,Minnesota,2920,5707390,8204,46.25,46.25,-94.25,-94.25,%,%null%,35.59,0.54
28,True,Michigan,4855,10050811,13979,43.1045,43.10,-84.6165,-84.62,%,%null%,34.73,0.48
29,True,Massachusetts,2821,6984723,8951,42.3616,42.36,-72.1839,-72.18,%,%null%,31.52,0.2
30,True,Maryland,2192,6165129,7263,39.4444,39.44,-77.0834,-77.08,%,%null%,30.18,0.1
31,True,Maine,843,1372247,2114,45.5,45.50,-69.24,-69.24,%,%null%,39.88,0.92
32,True,Louisiana,1525,4624047,4493,30.6935,30.69,-92.241,-92.24,%,%null%,33.94,0.34
33,True,Kentucky,2600,4509394,6580,37.79,37.79,-84.87,-84.87,%,%null%,39.51,0.86
34,True,Kansas,1679,2934582,4409,38.5,38.50,-98.5,-98.50,%,%null%,38.08,0.7
35,True,Iowa,1682,3193079,4685,42,42.00,-93.5,-93.50,%,%null%,35.90,0.58
36,True,Indiana,4073,6805985,11064,40,40.00,-86.25,-86.25,%,%null%,36.81,0.6
37,True,Illinois,5058,12671469,16119,40,40.00,-89.25,-89.25,%,%null%,31.38,0.18
38,True,Idaho,1000,1900923,2676,44.0739,44.07,-114.542,-114.54,%,%null%,37.37,0.64
39,True,Hawaii,464,1441553,1909,20.79,20.79,-156.34,-156.34,%,%null%,24.31,0
40,True,Georgia,4435,10799566,13676,32.1598,32.16,-83.4715,-83.47,%,%null%,32.43,0.28
41,True,Florida,7462,21781128,23594,28.42,28.42,-81.55,-81.55,%,%null%,31.63,0.22
42,True,District of Columbia,383,670050,1270,38.91,38.91,-77,-77.00,%,%null%,30.16,0.08
43,True,Delaware,467,1003384,1546,38.6716,38.67,-75.4165,-75.42,%,%null%,30.21,0.14
44,True,Connecticut,1499,3605597,4791,41.6227,41.62,-72.7028,-72.70,%,%null%,31.29,0.16
45,True,Colorado,3864,5812069,10225,39,39.00,-105.5,-105.50,%,%null%,37.79,0.66
46,True,California,14400,39237836,50788,37.25,37.25,-119.75,-119.75,%,%null%,28.35,0.04
47,True,Arkansas,1682,3025891,4300,34.75,34.75,-92.5,-92.50,%,%null%,39.12,0.84
48,True,Arizona,3395,7276316,10048,34.5,34.50,-111.5,-111.50,%,%null%,33.79,0.32
49,True,Alaska,491,732673,1410,64,64.00,-150,-150.00,%,%null%,34.82,0.5
50,True,Alabama,2171,5039877,6347,32.75,32.75,-86.75,-86.75,%,%null%,34.21,0.42
