,Age Chart-alias,State-alias,SUM(Count of Trauma Survivor)-alias,SUM(State Population)-alias,SUM(Total Count of Reported Special Populations)-alias,Latitude (generated)-value,Latitude (generated)-alias,Longitude (generated)-value,Longitude (generated)-alias,ATTR(Percentage Suffix Label %)-alias,ATTR(Tooltip Title Show)-alias,AGG(Formatted Show # or Percent Positive Age)-alias,AGG(Show # or Percent)-alias
0,True,Wyoming,464,578803,1373,43,43.00,-107.5,-107.50,%,%null%,33.79,0.9
1,True,Wisconsin,3983,5895908,14210,44.5,44.50,-90,-90.00,%,%null%,28.03,0.32
2,True,West Virginia,1383,1782959,3971,38.63,38.63,-80.73,-80.73,%,%null%,34.83,0.96
3,True,Washington,6375,7738692,20572,47.5,47.50,-120.5,-120.50,%,%null%,30.99,0.7
4,True,Virginia,5440,8642274,20998,37.77,37.77,-78.24,-78.24,%,%null%,25.91,0.2
5,True,Vermont,579,645570,1860,44.1584,44.16,-72.7678,-72.77,%,%null%,31.13,0.72
6,True,Utah,2878,3337975,11398,39.25,39.25,-111.75,-111.75,%,%null%,25.25,0.14
7,True,Texas,16529,29527941,63351,31.25,31.25,-99.25,-99.25,%,%null%,26.09,0.24
8,True,Tennessee,5112,6975218,15120,35.75,35.75,-86.25,-86.25,%,%null%,33.81,0.92
9,True,South Dakota,700,895376,2197,44.5,44.50,-100.25,-100.25,%,%null%,31.86,0.8
10,True,South Carolina,3229,5190705,10812,34,34.00,-81,-81.00,%,%null%,29.86,0.6
11,True,Rhode Island,594,1095610,2149,41.4966,41.50,-71.4757,-71.48,%,%null%,27.64,0.3
12,True,Pennsylvania,7765,12964056,27319,40.86,40.86,-77.9,-77.90,%,%null%,28.42,0.4
13,True,Oregon,4145,4246155,11928,44,44.00,-120.5,-120.50,%,%null%,34.75,0.94
14,True,Oklahoma,3573,3986639,9642,35.5,35.50,-97.5,-97.50,%,%null%,37.06,1
15,True,Ohio,8736,11780017,28377,40.25,40.25,-83,-83.00,%,%null%,30.79,0.68
16,True,North Dakota,560,774948,1957,47.5,47.50,-100,-100.00,%,%null%,28.62,0.46
17,True,North Carolina,6417,10551162,22852,35.5,35.50,-80,-80.00,%,%null%,28.08,0.34
18,True,New York,9900,19835913,39537,43,43.00,-75.49,-75.49,%,%null%,25.04,0.12
19,True,New Mexico,1305,2115877,4244,34.5,34.50,-106,-106.00,%,%null%,30.75,0.64
20,True,New Jersey,3894,9267130,17968,40.16,40.16,-74.49,-74.49,%,%null%,21.67,0.02
21,True,New Hampshire,1037,1388992,3291,43.66,43.66,-71.49,-71.49,%,%null%,31.51,0.76
22,True,Nevada,1925,3143991,6798,39.25,39.25,-116.75,-116.75,%,%null%,28.32,0.36
23,True,Nebraska,1483,1963692,5113,41.5,41.50,-99.75,-99.75,%,%null%,29.00,0.54
24,True,Montana,948,1104271,2644,47,47.00,-109.75,-109.75,%,%null%,35.85,0.98
25,True,Missouri,4716,6168187,14726,38.25,38.25,-92.5,-92.50,%,%null%,32.02,0.84
26,True,Mississippi,1812,2949965,5681,33.503,33.50,-89.8071,-89.81,%,%null%,31.90,0.82
27,True,Minnesota,4248,5707390,14993,46.25,46.25,-94.25,-94.25,%,%null%,28.33,0.38
28,True,Michigan,7011,10050811,23768,43.1045,43.10,-84.6165,-84.62,%,%null%,29.50,0.56
29,True,Massachusetts,4009,6984723,15730,42.3616,42.36,-72.1839,-72.18,%,%null%,25.49,0.16
30,True,Maryland,3285,6165129,13636,39.4444,39.44,-77.0834,-77.08,%,%null%,24.09,0.06
31,True,Maine,1167,1372247,3734,45.5,45.50,-69.24,-69.24,%,%null%,31.25,0.74
32,True,Louisiana,2183,4624047,7569,30.6935,30.69,-92.241,-92.24,%,%null%,28.84,0.5
33,True,Kentucky,3693,4509394,11137,37.79,37.79,-84.87,-84.87,%,%null%,33.16,0.88
34,True,Kansas,2371,2934582,7506,38.5,38.50,-98.5,-98.50,%,%null%,31.59,0.78
35,True,Iowa,2467,3193079,8518,42,42.00,-93.5,-93.50,%,%null%,28.96,0.52
36,True,Indiana,5738,6805985,18639,40,40.00,-86.25,-86.25,%,%null%,30.78,0.66
37,True,Illinois,7174,12671469,27818,40,40.00,-89.25,-89.25,%,%null%,25.79,0.18
38,True,Idaho,1527,1900923,5149,44.0739,44.07,-114.542,-114.54,%,%null%,29.66,0.58
39,True,Hawaii,737,1441553,3622,20.79,20.79,-156.34,-156.34,%,%null%,20.35,0
40,True,Georgia,6329,10799566,24070,32.1598,32.16,-83.4715,-83.47,%,%null%,26.29,0.26
41,True,Florida,10656,21781128,40050,28.42,28.42,-81.55,-81.55,%,%null%,26.61,0.28
42,True,District of Columbia,471,670050,1934,38.91,38.91,-77,-77.00,%,%null%,24.35,0.08
43,True,Delaware,760,1003384,2914,38.6716,38.67,-75.4165,-75.42,%,%null%,26.08,0.22
44,True,Connecticut,2169,3605597,8838,41.6227,41.62,-72.7028,-72.70,%,%null%,24.54,0.1
45,True,Colorado,5426,5812069,17810,39,39.00,-105.5,-105.50,%,%null%,30.47,0.62
46,True,California,20582,39237836,89990,37.25,37.25,-119.75,-119.75,%,%null%,22.87,0.04
47,True,Arkansas,2409,3025891,7435,34.75,34.75,-92.5,-92.50,%,%null%,32.40,0.86
48,True,Arizona,4968,7276316,17438,34.5,34.50,-111.5,-111.50,%,%null%,28.49,0.44
49,True,Alaska,777,732673,2695,64,64.00,-150,-150.00,%,%null%,28.83,0.48
50,True,Alabama,3077,5039877,10822,32.75,32.75,-86.75,-86.75,%,%null%,28.43,0.42
