,Age Chart-alias,State-alias,SUM(Count of Trauma Survivor)-alias,SUM(State Population)-alias,SUM(Total Count of Reported Special Populations)-alias,Latitude (generated)-value,Latitude (generated)-alias,Longitude (generated)-value,Longitude (generated)-alias,ATTR(Percentage Suffix Label %)-alias,ATTR(Tooltip Title Show)-alias,AGG(Formatted Show # or Percent Positive Age)-alias,AGG(Show # or Percent)-alias
0,True,Wyoming,748,578803,2133,43,43.00,-107.5,-107.50,%,%null%,35.07,0.82
1,True,Wisconsin,6041,5895908,19097,44.5,44.50,-90,-90.00,%,%null%,31.63,0.5
2,True,West Virginia,2135,1782959,5839,38.63,38.63,-80.73,-80.73,%,%null%,36.56,0.92
3,True,Washington,8972,7738692,25866,47.5,47.50,-120.5,-120.50,%,%null%,34.69,0.78
4,True,Virginia,7993,8642274,27616,37.77,37.77,-78.24,-78.24,%,%null%,28.94,0.24
5,True,Vermont,762,645570,2187,44.1584,44.16,-72.7678,-72.77,%,%null%,34.84,0.8
6,True,Utah,4309,3337975,13890,39.25,39.25,-111.75,-111.75,%,%null%,31.02,0.38
7,True,Texas,24520,29527941,85295,31.25,31.25,-99.25,-99.25,%,%null%,28.75,0.22
8,True,Tennessee,7794,6975218,21474,35.75,35.75,-86.25,-86.25,%,%null%,36.30,0.9
9,True,South Dakota,974,895376,2981,44.5,44.50,-100.25,-100.25,%,%null%,32.67,0.64
10,True,South Carolina,4631,5190705,14713,34,34.00,-81,-81.00,%,%null%,31.48,0.44
11,True,Rhode Island,862,1095610,2893,41.4966,41.50,-71.4757,-71.48,%,%null%,29.80,0.3
12,True,Pennsylvania,11836,12964056,37677,40.86,40.86,-77.9,-77.90,%,%null%,31.41,0.42
13,True,Oregon,5737,4246155,14596,44,44.00,-120.5,-120.50,%,%null%,39.31,0.98
14,True,Oklahoma,5377,3986639,13519,35.5,35.50,-97.5,-97.50,%,%null%,39.77,1
15,True,Ohio,12425,11780017,37715,40.25,40.25,-83,-83.00,%,%null%,32.94,0.66
16,True,North Dakota,816,774948,2518,47.5,47.50,-100,-100.00,%,%null%,32.41,0.56
17,True,North Carolina,9237,10551162,30496,35.5,35.50,-80,-80.00,%,%null%,30.29,0.34
18,True,New York,14193,19835913,53408,43,43.00,-75.49,-75.49,%,%null%,26.57,0.06
19,True,New Mexico,1864,2115877,5493,34.5,34.50,-106,-106.00,%,%null%,33.93,0.72
20,True,New Jersey,5795,9267130,24145,40.16,40.16,-74.49,-74.49,%,%null%,24.00,0
21,True,New Hampshire,1508,1388992,4278,43.66,43.66,-71.49,-71.49,%,%null%,35.25,0.84
22,True,Nevada,2797,3143991,9174,39.25,39.25,-116.75,-116.75,%,%null%,30.49,0.36
23,True,Nebraska,2069,1963692,6561,41.5,41.50,-99.75,-99.75,%,%null%,31.53,0.46
24,True,Montana,1292,1104271,3497,47,47.00,-109.75,-109.75,%,%null%,36.95,0.94
25,True,Missouri,6875,6168187,19326,38.25,38.25,-92.5,-92.50,%,%null%,35.57,0.86
26,True,Mississippi,2981,2949965,9124,33.503,33.50,-89.8071,-89.81,%,%null%,32.67,0.62
27,True,Minnesota,6111,5707390,19370,46.25,46.25,-94.25,-94.25,%,%null%,31.55,0.48
28,True,Michigan,10147,10050811,31647,43.1045,43.10,-84.6165,-84.62,%,%null%,32.06,0.54
29,True,Massachusetts,5746,6984723,20289,42.3616,42.36,-72.1839,-72.18,%,%null%,28.32,0.2
30,True,Maryland,4861,6165129,18127,39.4444,39.44,-77.0834,-77.08,%,%null%,26.82,0.1
31,True,Maine,1912,1372247,5012,45.5,45.50,-69.24,-69.24,%,%null%,38.15,0.96
32,True,Louisiana,3364,4624047,10562,30.6935,30.69,-92.241,-92.24,%,%null%,31.85,0.52
33,True,Kentucky,5334,4509394,14953,37.79,37.79,-84.87,-84.87,%,%null%,35.67,0.88
34,True,Kansas,3359,2934582,10007,38.5,38.50,-98.5,-98.50,%,%null%,33.57,0.7
35,True,Iowa,3757,3193079,11227,42,42.00,-93.5,-93.50,%,%null%,33.46,0.68
36,True,Indiana,8352,6805985,25594,40,40.00,-86.25,-86.25,%,%null%,32.63,0.6
37,True,Illinois,10487,12671469,37657,40,40.00,-89.25,-89.25,%,%null%,27.85,0.16
38,True,Idaho,2260,1900923,6954,44.0739,44.07,-114.542,-114.54,%,%null%,32.50,0.58
39,True,Hawaii,1206,1441553,4960,20.79,20.79,-156.34,-156.34,%,%null%,24.31,0.02
40,True,Georgia,9225,10799566,33068,32.1598,32.16,-83.4715,-83.47,%,%null%,27.90,0.18
41,True,Florida,16431,21781128,56751,28.42,28.42,-81.55,-81.55,%,%null%,28.95,0.26
42,True,District of Columbia,646,670050,2412,38.91,38.91,-77,-77.00,%,%null%,26.78,0.08
43,True,Delaware,1144,1003384,4120,38.6716,38.67,-75.4165,-75.42,%,%null%,27.77,0.14
44,True,Connecticut,3258,3605597,11912,41.6227,41.62,-72.7028,-72.70,%,%null%,27.35,0.12
45,True,Colorado,8013,5812069,23184,39,39.00,-105.5,-105.50,%,%null%,34.56,0.74
46,True,California,29475,39237836,115306,37.25,37.25,-119.75,-119.75,%,%null%,25.56,0.04
47,True,Arkansas,3707,3025891,10719,34.75,34.75,-92.5,-92.50,%,%null%,34.58,0.76
48,True,Arizona,7046,7276316,23426,34.5,34.50,-111.5,-111.50,%,%null%,30.08,0.32
49,True,Alaska,1229,732673,4204,64,64.00,-150,-150.00,%,%null%,29.23,0.28
50,True,Alabama,5037,5039877,16137,32.75,32.75,-86.75,-86.75,%,%null%,31.21,0.4
