,Age Chart-alias,State-alias,SUM(Positive PTSD)-alias,SUM(State Population)-alias,SUM(Total PTSD Responses)-alias,Latitude (generated)-value,Latitude (generated)-alias,Longitude (generated)-value,Longitude (generated)-alias,ATTR(Percentage Suffix Label %)-alias,ATTR(Tooltip Title Show)-alias,AGG(% at Risk)-alias,AGG(# per 100K)-alias,AGG(Formatted Show # or Percent Positive Age)-alias,AGG(Show # or Percent)-alias
0,True,Wyoming,134,578803,150,43,43.00,-107.5,-107.50,%null%,Breakdown by County (All Years),89.333,23.151227619760093,23.2,0.82
1,True,Wisconsin,987,5895908,1125,44.5,44.50,-90,-90.00,%null%,Breakdown by County (All Years),87.733,16.740424036467328,16.7,0.34
2,True,West Virginia,514,1782959,551,38.63,38.63,-80.73,-80.73,%null%,Breakdown by County (All Years),93.285,28.828481193342082,28.8,0.98
3,True,Washington,1495,7738692,1642,47.5,47.50,-120.5,-120.50,%null%,Breakdown by County (All Years),91.048,19.318510156496732,19.3,0.58
4,True,Virginia,1461,8642274,1621,37.77,37.77,-78.24,-78.24,%null%,Breakdown by County (All Years),90.130,16.905272848326724,16.9,0.36
5,True,Vermont,114,645570,125,44.1584,44.16,-72.7678,-72.77,%null%,Breakdown by County (All Years),91.200,17.658813141874624,17.7,0.44
6,True,Utah,761,3337975,833,39.25,39.25,-111.75,-111.75,%null%,Breakdown by County (All Years),91.357,22.798253432095805,22.8,0.78
7,True,Texas,4437,29527941,4861,31.25,31.25,-99.25,-99.25,%null%,Breakdown by County (All Years),91.278,15.026445629920488,15.0,0.18
8,True,Tennessee,1545,6975218,1658,35.75,35.75,-86.25,-86.25,%null%,Breakdown by County (All Years),93.185,22.14984535250368,22.1,0.74
9,True,South Dakota,205,895376,225,44.5,44.50,-100.25,-100.25,%null%,Breakdown by County (All Years),91.111,22.89540930290738,22.9,0.8
10,True,South Carolina,867,5190705,949,34,34.00,-81,-81.00,%null%,Breakdown by County (All Years),91.359,16.702933416559024,16.7,0.32
11,True,Rhode Island,142,1095610,151,41.4966,41.50,-71.4757,-71.48,%null%,Breakdown by County (All Years),94.040,12.960816348883272,13.0,0.04
12,True,Pennsylvania,2238,12964056,2447,40.86,40.86,-77.9,-77.90,%null%,Breakdown by County (All Years),91.459,17.263115802646947,17.3,0.38
13,True,Oregon,922,4246155,1011,44,44.00,-120.5,-120.50,%null%,Breakdown by County (All Years),91.197,21.713762215463166,21.7,0.72
14,True,Oklahoma,1044,3986639,1129,35.5,35.50,-97.5,-97.50,%null%,Breakdown by County (All Years),92.471,26.18747270570523,26.2,0.92
15,True,Ohio,2504,11780017,2714,40.25,40.25,-83,-83.00,%null%,Breakdown by County (All Years),92.262,21.256336047732358,21.3,0.7
16,True,North Dakota,140,774948,154,47.5,47.50,-100,-100.00,%null%,Breakdown by County (All Years),90.909,18.06572828112338,18.1,0.52
17,True,North Carolina,1842,10551162,2009,35.5,35.50,-80,-80.00,%null%,Breakdown by County (All Years),91.687,17.45779280045174,17.5,0.42
18,True,New York,2402,19835913,2674,43,43.00,-75.49,-75.49,%null%,Breakdown by County (All Years),89.828,12.10934934025976,12.1,0.02
19,True,New Mexico,320,2115877,345,34.5,34.50,-106,-106.00,%null%,Breakdown by County (All Years),92.754,15.123752467652892,15.1,0.2
20,True,New Jersey,981,9267130,1093,40.16,40.16,-74.49,-74.49,%null%,Breakdown by County (All Years),89.753,10.58580164516954,10.6,0
21,True,New Hampshire,247,1388992,280,43.66,43.66,-71.49,-71.49,%null%,Breakdown by County (All Years),88.214,17.78267981385062,17.8,0.46
22,True,Nevada,491,3143991,540,39.25,39.25,-116.75,-116.75,%null%,Breakdown by County (All Years),90.926,15.61709305147502,15.6,0.26
23,True,Nebraska,351,1963692,385,41.5,41.50,-99.75,-99.75,%null%,Breakdown by County (All Years),91.169,17.874493556015913,17.9,0.5
24,True,Montana,264,1104271,283,47,47.00,-109.75,-109.75,%null%,Breakdown by County (All Years),93.286,23.907174959769836,23.9,0.84
25,True,Missouri,1207,6168187,1314,38.25,38.25,-92.5,-92.50,%null%,Breakdown by County (All Years),91.857,19.568148631032102,19.6,0.6
26,True,Mississippi,872,2949965,933,33.503,33.50,-89.8071,-89.81,%null%,Breakdown by County (All Years),93.462,29.559672741879986,29.6,1
27,True,Minnesota,1160,5707390,1263,46.25,46.25,-94.25,-94.25,%null%,Breakdown by County (All Years),91.845,20.324526622501704,20.3,0.64
28,True,Michigan,1795,10050811,1983,43.1045,43.10,-84.6165,-84.62,%null%,Breakdown by County (All Years),90.519,17.859255337703594,17.9,0.48
29,True,Massachusetts,928,6984723,1019,42.3616,42.36,-72.1839,-72.18,%null%,Breakdown by County (All Years),91.070,13.286138906295927,13.3,0.1
30,True,Maryland,812,6165129,913,39.4444,39.44,-77.0834,-77.08,%null%,Breakdown by County (All Years),88.938,13.1708517372467,13.2,0.06
31,True,Maine,311,1372247,338,45.5,45.50,-69.24,-69.24,%null%,Breakdown by County (All Years),92.012,22.663558382710985,22.7,0.76
32,True,Louisiana,635,4624047,711,30.6935,30.69,-92.241,-92.24,%null%,Breakdown by County (All Years),89.311,13.732559379262366,13.7,0.12
33,True,Kentucky,1134,4509394,1221,37.79,37.79,-84.87,-84.87,%null%,Breakdown by County (All Years),92.875,25.14750319000735,25.1,0.9
34,True,Kansas,579,2934582,625,38.5,38.50,-98.5,-98.50,%null%,Breakdown by County (All Years),92.640,19.730237560238564,19.7,0.62
35,True,Iowa,658,3193079,702,42,42.00,-93.5,-93.50,%null%,Breakdown by County (All Years),93.732,20.60706922691233,20.6,0.66
36,True,Indiana,1643,6805985,1785,40,40.00,-86.25,-86.25,%null%,Breakdown by County (All Years),92.045,24.140517500405892,24.1,0.88
37,True,Illinois,1891,12671469,2066,40,40.00,-89.25,-89.25,%null%,Breakdown by County (All Years),91.530,14.923289478118127,14.9,0.16
38,True,Idaho,365,1900923,398,44.0739,44.07,-114.542,-114.54,%null%,Breakdown by County (All Years),91.709,19.20119857563931,19.2,0.56
39,True,Hawaii,219,1441553,245,20.79,20.79,-156.34,-156.34,%null%,Breakdown by County (All Years),89.388,15.191949238078656,15.2,0.22
40,True,Georgia,1713,10799566,1898,32.1598,32.16,-83.4715,-83.47,%null%,Breakdown by County (All Years),90.253,15.861748518412684,15.9,0.3
41,True,Florida,3058,21781128,3386,28.42,28.42,-81.55,-81.55,%null%,Breakdown by County (All Years),90.313,14.039676916640865,14.0,0.14
42,True,District of Columbia,105,670050,118,38.91,38.91,-77,-77.00,%null%,Breakdown by County (All Years),88.983,15.67047235280949,15.7,0.28
43,True,Delaware,213,1003384,242,38.6716,38.67,-75.4165,-75.42,%null%,Breakdown by County (All Years),88.017,21.228163893384785,21.2,0.68
44,True,Connecticut,551,3605597,617,41.6227,41.62,-72.7028,-72.70,%null%,Breakdown by County (All Years),89.303,15.281796606775522,15.3,0.24
45,True,Colorado,1390,5812069,1530,39,39.00,-105.5,-105.50,%null%,Breakdown by County (All Years),90.850,23.915751860482043,23.9,0.86
46,True,California,5177,39237836,5759,37.25,37.25,-119.75,-119.75,%null%,Breakdown by County (All Years),89.894,13.193897849004722,13.2,0.08
47,True,Arkansas,836,3025891,899,34.75,34.75,-92.5,-92.50,%null%,Breakdown by County (All Years),92.992,27.628225868017058,27.6,0.94
48,True,Arizona,1259,7276316,1416,34.5,34.50,-111.5,-111.50,%null%,Breakdown by County (All Years),88.912,17.30271197677506,17.3,0.4
49,True,Alaska,209,732673,232,64,64.00,-150,-150.00,%null%,Breakdown by County (All Years),90.086,28.525686083696275,28.5,0.96
50,True,Alabama,954,5039877,1028,32.75,32.75,-86.75,-86.75,%null%,Breakdown by County (All Years),92.802,18.929033387124328,18.9,0.54
