,Age Chart-alias,State-alias,SUM(Positive PTSD)-alias,SUM(State Population)-alias,SUM(Total PTSD Responses)-alias,Latitude (generated)-value,Latitude (generated)-alias,Longitude (generated)-value,Longitude (generated)-alias,ATTR(Percentage Suffix Label %)-alias,ATTR(Tooltip Title Show)-alias,AGG(% at Risk)-alias,AGG(# per 100K)-alias,AGG(Formatted Show # or Percent Positive Age)-alias,AGG(Show # or Percent)-alias
0,True,Wyoming,37,578803,45,43,43.00,-107.5,-107.50,%null%,Breakdown by County (All Years),82.22,6.392503148739727,6.4,0.76
1,True,Wisconsin,338,5895908,358,44.5,44.50,-90,-90.00,%null%,Breakdown by County (All Years),94.41,5.732789588982732,5.7,0.56
2,True,West Virginia,120,1782959,127,38.63,38.63,-80.73,-80.73,%null%,Breakdown by County (All Years),94.49,6.730384714398929,6.7,0.9
3,True,Washington,463,7738692,494,47.5,47.50,-120.5,-120.50,%null%,Breakdown by County (All Years),93.72,5.982923212346479,6.0,0.64
4,True,Virginia,458,8642274,495,37.77,37.77,-78.24,-78.24,%null%,Breakdown by County (All Years),92.53,5.2995311187773035,5.3,0.4
5,True,Vermont,41,645570,43,44.1584,44.16,-72.7678,-72.77,%null%,Breakdown by County (All Years),95.35,6.350976656288242,6.4,0.74
6,True,Utah,221,3337975,235,39.25,39.25,-111.75,-111.75,%null%,Breakdown by County (All Years),94.04,6.620780563065931,6.6,0.86
7,True,Texas,1622,29527941,1757,31.25,31.25,-99.25,-99.25,%null%,Breakdown by County (All Years),92.32,5.4931022789567345,5.5,0.48
8,True,Tennessee,395,6975218,422,35.75,35.75,-86.25,-86.25,%null%,Breakdown by County (All Years),93.60,5.662905446109354,5.7,0.54
9,True,South Dakota,50,895376,54,44.5,44.50,-100.25,-100.25,%null%,Breakdown by County (All Years),92.59,5.5842461714408245,5.6,0.5
10,True,South Carolina,280,5190705,296,34,34.00,-81,-81.00,%null%,Breakdown by County (All Years),94.59,5.3942576201113335,5.4,0.46
11,True,Rhode Island,50,1095610,52,41.4966,41.50,-71.4757,-71.48,%null%,Breakdown by County (All Years),96.15,4.563667728480024,4.6,0.16
12,True,Pennsylvania,653,12964056,701,40.86,40.86,-77.9,-77.90,%null%,Breakdown by County (All Years),93.15,5.037003851263833,5.0,0.32
13,True,Oregon,250,4246155,268,44,44.00,-120.5,-120.50,%null%,Breakdown by County (All Years),93.28,5.887679559507366,5.9,0.62
14,True,Oklahoma,261,3986639,279,35.5,35.50,-97.5,-97.50,%null%,Breakdown by County (All Years),93.55,6.546868176426307,6.5,0.84
15,True,Ohio,730,11780017,789,40.25,40.25,-83,-83.00,%null%,Breakdown by County (All Years),92.52,6.196935029890025,6.2,0.7
16,True,North Dakota,36,774948,42,47.5,47.50,-100,-100.00,%null%,Breakdown by County (All Years),85.71,4.645472986574583,4.6,0.2
17,True,North Carolina,512,10551162,544,35.5,35.50,-80,-80.00,%null%,Breakdown by County (All Years),94.12,4.852546098714057,4.9,0.26
18,True,New York,875,19835913,964,43,43.00,-75.49,-75.49,%null%,Breakdown by County (All Years),90.77,4.411190954507615,4.4,0.06
19,True,New Mexico,101,2115877,109,34.5,34.50,-106,-106.00,%null%,Breakdown by County (All Years),92.66,4.773434372602945,4.8,0.24
20,True,New Jersey,400,9267130,434,40.16,40.16,-74.49,-74.49,%null%,Breakdown by County (All Years),92.17,4.316330946042626,4.3,0.04
21,True,New Hampshire,74,1388992,80,43.66,43.66,-71.49,-71.49,%null%,Breakdown by County (All Years),92.50,5.327604478643505,5.3,0.42
22,True,Nevada,163,3143991,179,39.25,39.25,-116.75,-116.75,%null%,Breakdown by County (All Years),91.06,5.184493212607797,5.2,0.36
23,True,Nebraska,101,1963692,107,41.5,41.50,-99.75,-99.75,%null%,Breakdown by County (All Years),94.39,5.143372789622813,5.1,0.34
24,True,Montana,74,1104271,76,47,47.00,-109.75,-109.75,%null%,Breakdown by County (All Years),97.37,6.701253587208213,6.7,0.88
25,True,Missouri,389,6168187,405,38.25,38.25,-92.5,-92.50,%null%,Breakdown by County (All Years),96.05,6.306553287051771,6.3,0.72
26,True,Mississippi,137,2949965,147,33.503,33.50,-89.8071,-89.81,%null%,Breakdown by County (All Years),93.20,4.6441228963733465,4.6,0.18
27,True,Minnesota,307,5707390,327,46.25,46.25,-94.25,-94.25,%null%,Breakdown by County (All Years),93.88,5.378991097506916,5.4,0.44
28,True,Michigan,577,10050811,627,43.1045,43.10,-84.6165,-84.62,%null%,Breakdown by County (All Years),92.03,5.740830267328676,5.7,0.58
29,True,Massachusetts,316,6984723,338,42.3616,42.36,-72.1839,-72.18,%null%,Breakdown by County (All Years),93.49,4.5241593689542166,4.5,0.12
30,True,Maryland,280,6165129,307,39.4444,39.44,-77.0834,-77.08,%null%,Breakdown by County (All Years),91.21,4.541673012843689,4.5,0.14
31,True,Maine,100,1372247,112,45.5,45.50,-69.24,-69.24,%null%,Breakdown by County (All Years),89.29,7.287317807945654,7.3,0.94
32,True,Louisiana,194,4624047,211,30.6935,30.69,-92.241,-92.24,%null%,Breakdown by County (All Years),91.94,4.195459085947872,4.2,0
33,True,Kentucky,279,4509394,300,37.79,37.79,-84.87,-84.87,%null%,Breakdown by County (All Years),93.00,6.187084118176411,6.2,0.68
34,True,Kansas,180,2934582,188,38.5,38.50,-98.5,-98.50,%null%,Breakdown by County (All Years),95.74,6.13375260940059,6.1,0.66
35,True,Iowa,206,3193079,221,42,42.00,-93.5,-93.50,%null%,Breakdown by County (All Years),93.21,6.45145328380538,6.5,0.82
36,True,Indiana,483,6805985,523,40,40.00,-86.25,-86.25,%null%,Breakdown by County (All Years),92.35,7.096695041202706,7.1,0.92
37,True,Illinois,623,12671469,669,40,40.00,-89.25,-89.25,%null%,Breakdown by County (All Years),93.12,4.916557030601582,4.9,0.3
38,True,Idaho,122,1900923,130,44.0739,44.07,-114.542,-114.54,%null%,Breakdown by County (All Years),93.85,6.41793486637807,6.4,0.8
39,True,Hawaii,76,1441553,81,20.79,20.79,-156.34,-156.34,%null%,Breakdown by County (All Years),93.83,5.272091973031862,5.3,0.38
40,True,Georgia,611,10799566,653,32.1598,32.16,-83.4715,-83.47,%null%,Breakdown by County (All Years),93.57,5.657634760507968,5.7,0.52
41,True,Florida,1029,21781128,1119,28.42,28.42,-81.55,-81.55,%null%,Breakdown by County (All Years),91.96,4.724273233231998,4.7,0.22
42,True,District of Columbia,30,670050,30,38.91,38.91,-77,-77.00,%null%,Breakdown by County (All Years),100.00,4.477277815088426,4.5,0.1
43,True,Delaware,49,1003384,54,38.6716,38.67,-75.4165,-75.42,%null%,Breakdown by County (All Years),90.74,4.8834743228913355,4.9,0.28
44,True,Connecticut,152,3605597,169,41.6227,41.62,-72.7028,-72.70,%null%,Breakdown by County (All Years),89.94,4.215668029455316,4.2,0.02
45,True,Colorado,440,5812069,467,39,39.00,-105.5,-105.50,%null%,Breakdown by County (All Years),94.22,7.570453826339638,7.6,0.96
46,True,California,1754,39237836,1927,37.25,37.25,-119.75,-119.75,%null%,Breakdown by County (All Years),91.02,4.470175164603879,4.5,0.08
47,True,Arkansas,249,3025891,265,34.75,34.75,-92.5,-92.50,%null%,Breakdown by County (All Years),93.96,8.228981149684506,8.2,0.98
48,True,Arizona,466,7276316,504,34.5,34.50,-111.5,-111.50,%null%,Breakdown by County (All Years),92.46,6.404339778536282,6.4,0.78
49,True,Alaska,101,732673,114,64,64.00,-150,-150.00,%null%,Breakdown by County (All Years),88.60,13.785140164848439,13.8,1
50,True,Alabama,294,5039877,329,32.75,32.75,-86.75,-86.75,%null%,Breakdown by County (All Years),89.36,5.833475697918818,5.8,0.6
