,Age Chart-alias,State-alias,SUM(Positive PTSD)-alias,SUM(State Population)-alias,SUM(Total PTSD Responses)-alias,Latitude (generated)-value,Latitude (generated)-alias,Longitude (generated)-value,Longitude (generated)-alias,ATTR(Percentage Suffix Label %)-alias,ATTR(Tooltip Title Show)-alias,AGG(% at Risk)-alias,AGG(# per 100K)-alias,AGG(Formatted Show # or Percent Positive Age)-alias,AGG(Show # or Percent)-alias
0,True,Wyoming,20,578803,24,43,43.00,-107.5,-107.50,%null%,Breakdown by County (All Years),83.33,3.4554071074268795,3.5,0.68
1,True,Wisconsin,187,5895908,209,44.5,44.50,-90,-90.00,%null%,Breakdown by County (All Years),89.47,3.171691281478612,3.2,0.5
2,True,West Virginia,77,1782959,82,38.63,38.63,-80.73,-80.73,%null%,Breakdown by County (All Years),93.90,4.318663525072647,4.3,0.98
3,True,Washington,273,7738692,293,47.5,47.50,-120.5,-120.50,%null%,Breakdown by County (All Years),93.17,3.527727941621142,3.5,0.74
4,True,Virginia,286,8642274,313,37.77,37.77,-78.24,-78.24,%null%,Breakdown by County (All Years),91.37,3.3093141920749103,3.3,0.58
5,True,Vermont,17,645570,20,44.1584,44.16,-72.7678,-72.77,%null%,Breakdown by County (All Years),85.00,2.633331784314637,2.6,0.2
6,True,Utah,101,3337975,104,39.25,39.25,-111.75,-111.75,%null%,Breakdown by County (All Years),97.12,3.0257865921704026,3.0,0.4
7,True,Texas,832,29527941,877,31.25,31.25,-99.25,-99.25,%null%,Breakdown by County (All Years),94.87,2.8176702195388432,2.8,0.28
8,True,Tennessee,202,6975218,218,35.75,35.75,-86.25,-86.25,%null%,Breakdown by County (All Years),92.66,2.895966835731872,2.9,0.34
9,True,South Dakota,22,895376,22,44.5,44.50,-100.25,-100.25,%null%,Breakdown by County (All Years),100.00,2.457068315433963,2.5,0.1
10,True,South Carolina,146,5190705,155,34,34.00,-81,-81.00,%null%,Breakdown by County (All Years),94.19,2.812720044772338,2.8,0.26
11,True,Rhode Island,26,1095610,26,41.4966,41.50,-71.4757,-71.48,%null%,Breakdown by County (All Years),100.00,2.3731072188096127,2.4,0.08
12,True,Pennsylvania,411,12964056,440,40.86,40.86,-77.9,-77.90,%null%,Breakdown by County (All Years),93.41,3.170304108528997,3.2,0.48
13,True,Oregon,147,4246155,158,44,44.00,-120.5,-120.50,%null%,Breakdown by County (All Years),93.04,3.461955580990331,3.5,0.7
14,True,Oklahoma,146,3986639,161,35.5,35.50,-97.5,-97.50,%null%,Breakdown by County (All Years),90.68,3.6622327730200803,3.7,0.82
15,True,Ohio,400,11780017,425,40.25,40.25,-83,-83.00,%null%,Breakdown by County (All Years),94.12,3.3955808382959036,3.4,0.66
