,Age Chart-alias,State-alias,SUM(Positive PTSD)-alias,SUM(State Population)-alias,SUM(Total PTSD Responses)-alias,Latitude (generated)-value,Latitude (generated)-alias,Longitude (generated)-value,Longitude (generated)-alias,ATTR(Percentage Suffix Label %)-alias,ATTR(Tooltip Title Show)-alias,AGG(% at Risk)-alias,AGG(# per 100K)-alias,AGG(Formatted Show # or Percent Positive Age)-alias,AGG(Show # or Percent)-alias
0,True,Wyoming,174,578803,191,43,43.00,-107.5,-107.50,%null%,Breakdown by County (All Years),91.099,30.062041834613847,30.1,0.9
1,True,Wisconsin,1362,5895908,1475,44.5,44.50,-90,-90.00,%null%,Breakdown by County (All Years),92.339,23.100767515368286,23.1,0.36
2,True,West Virginia,587,1782959,626,38.63,38.63,-80.73,-80.73,%null%,Breakdown by County (All Years),93.770,32.922798561268095,32.9,0.96
3,True,Washington,2042,7738692,2197,47.5,47.50,-120.5,-120.50,%null%,Breakdown by County (All Years),92.945,26.38688812011125,26.4,0.6
4,True,Virginia,2024,8642274,2194,37.77,37.77,-78.24,-78.24,%null%,Breakdown by County (All Years),92.252,23.419761974683976,23.4,0.4
5,True,Vermont,158,645570,174,44.1584,44.16,-72.7678,-72.77,%null%,Breakdown by County (All Years),90.805,24.474495407159562,24.5,0.52
6,True,Utah,961,3337975,1038,39.25,39.25,-111.75,-111.75,%null%,Breakdown by County (All Years),92.582,28.789910050255017,28.8,0.82
7,True,Texas,6035,29527941,6532,31.25,31.25,-99.25,-99.25,%null%,Breakdown by County (All Years),92.391,20.43826896023668,20.4,0.2
8,True,Tennessee,1999,6975218,2138,35.75,35.75,-86.25,-86.25,%null%,Breakdown by County (All Years),93.499,28.65860249815848,28.7,0.8
9,True,South Dakota,238,895376,255,44.5,44.50,-100.25,-100.25,%null%,Breakdown by County (All Years),93.333,26.581011776058325,26.6,0.62
10,True,South Carolina,1111,5190705,1189,34,34.00,-81,-81.00,%null%,Breakdown by County (All Years),93.440,21.40364362837033,21.4,0.3
11,True,Rhode Island,213,1095610,236,41.4966,41.50,-71.4757,-71.48,%null%,Breakdown by County (All Years),90.254,19.441224523324905,19.4,0.16
12,True,Pennsylvania,2923,12964056,3204,40.86,40.86,-77.9,-77.90,%null%,Breakdown by County (All Years),91.230,22.546955983528612,22.5,0.32
13,True,Oregon,1186,4246155,1283,44,44.00,-120.5,-120.50,%null%,Breakdown by County (All Years),92.440,27.93115183030294,27.9,0.72
14,True,Oklahoma,1240,3986639,1321,35.5,35.50,-97.5,-97.50,%null%,Breakdown by County (All Years),93.868,31.103894784554107,31.1,0.92
15,True,Ohio,3330,11780017,3585,40.25,40.25,-83,-83.00,%null%,Breakdown by County (All Years),92.887,28.268210478813398,28.3,0.78
16,True,North Dakota,208,774948,232,47.5,47.50,-100,-100.00,%null%,Breakdown by County (All Years),89.655,26.840510589097594,26.8,0.68
17,True,North Carolina,2181,10551162,2387,35.5,35.50,-80,-80.00,%null%,Breakdown by County (All Years),91.370,20.670709065029993,20.7,0.24
