,Age Chart-alias,State-alias,SUM(Positive PTSD)-alias,SUM(State Population)-alias,SUM(Total PTSD Responses)-alias,Latitude (generated)-value,Latitude (generated)-alias,Longitude (generated)-value,Longitude (generated)-alias,ATTR(Percentage Suffix Label %)-alias,ATTR(Tooltip Title Show)-alias,AGG(% at Risk)-alias,AGG(# per 100K)-alias,AGG(Formatted Show # or Percent Positive Age)-alias,AGG(Show # or Percent)-alias
0,True,Wyoming,32,578803,35,43,43.00,-107.5,-107.50,%null%,Breakdown by County (All Years),91.43,5.528651371883007,5.5,0.96
1,True,Wisconsin,207,5895908,234,44.5,44.50,-90,-90.00,%null%,Breakdown by County (All Years),88.46,3.51090960035333,3.5,0.48
2,True,West Virginia,66,1782959,70,38.63,38.63,-80.73,-80.73,%null%,Breakdown by County (All Years),94.29,3.701711592919411,3.7,0.58
3,True,Washington,285,7738692,314,47.5,47.50,-120.5,-120.50,%null%,Breakdown by County (All Years),90.76,3.682792906088006,3.7,0.56
4,True,Virginia,288,8642274,307,37.77,37.77,-78.24,-78.24,%null%,Breakdown by County (All Years),93.81,3.3324562493621475,3.3,0.44
5,True,Vermont,31,645570,35,44.1584,44.16,-72.7678,-72.77,%null%,Breakdown by County (All Years),88.57,4.801957959632573,4.8,0.88
6,True,Utah,133,3337975,148,39.25,39.25,-111.75,-111.75,%null%,Breakdown by County (All Years),89.86,3.984451651075877,4.0,0.66
7,True,Texas,921,29527941,1010,31.25,31.25,-99.25,-99.25,%null%,Breakdown by County (All Years),91.19,3.1190796540808585,3.1,0.36
8,True,Tennessee,198,6975218,213,35.75,35.75,-86.25,-86.25,%null%,Breakdown by County (All Years),92.96,2.838620957796588,2.8,0.24
9,True,South Dakota,49,895376,50,44.5,44.50,-100.25,-100.25,%null%,Breakdown by County (All Years),98.00,5.472561248012008,5.5,0.94
10,True,South Carolina,141,5190705,150,34,34.00,-81,-81.00,%null%,Breakdown by County (All Years),94.00,2.7163940158417788,2.7,0.18
11,True,Rhode Island,29,1095610,29,41.4966,41.50,-71.4757,-71.48,%null%,Breakdown by County (All Years),100.00,2.6469272825184142,2.6,0.12
12,True,Pennsylvania,396,12964056,434,40.86,40.86,-77.9,-77.90,%null%,Breakdown by County (All Years),91.24,3.0545995790206395,3.1,0.34
13,True,Oregon,172,4246155,191,44,44.00,-120.5,-120.50,%null%,Breakdown by County (All Years),90.05,4.050723536941068,4.1,0.68
