,Age Chart-alias,State1-alias,SUM(Positive Suicide)-alias,SUM(Total Suicide Responses)-alias,Latitude (generated)-value,Latitude (generated)-alias,Longitude (generated)-value,Longitude (generated)-alias,ATTR(Percentage Suffix Label %)-alias,ATTR(Tooltip Title Show)-alias,ATTR(State Population)-alias,AGG(Percent Positive)-alias,AGG(# per 100K)-alias,AGG(Formatted Show # or Percent Positive Age)-alias,AGG(Show # or Percent)-alias
0,True,Wyoming,345,975,43,43.00,-107.5,-107.50,%null%,Breakdown by County (All Years),578803,35.38461538461539,59.60577260311367,59.6,0.86
1,True,Wisconsin,2825,8874,44.5,44.50,-90,-90.00,%null%,Breakdown by County (All Years),5895908,31.83457290962362,47.9145875410539,47.9,0.28
2,True,West Virginia,968,2639,38.63,38.63,-80.73,-80.73,%null%,Breakdown by County (All Years),1782959,36.680560818491855,54.291770029484695,54.3,0.64
3,True,Washington,4165,11962,47.5,47.50,-120.5,-120.50,%null%,Breakdown by County (All Years),7738692,34.81859220866076,53.82046475037384,53.8,0.58
4,True,Virginia,4433,13254,37.77,37.77,-78.24,-78.24,%null%,Breakdown by County (All Years),8642274,33.446506714953976,51.294369977161104,51.3,0.46
5,True,Vermont,325,914,44.1584,44.16,-72.7678,-72.77,%null%,Breakdown by County (All Years),645570,35.55798687089716,50.343107641309224,50.3,0.38
6,True,Utah,2224,6425,39.25,39.25,-111.75,-111.75,%null%,Breakdown by County (All Years),3337975,34.614785992217904,66.62722159393046,66.6,0.98
7,True,Texas,14766,42645,31.25,31.25,-99.25,-99.25,%null%,Breakdown by County (All Years),29527941,34.625395708758354,50.00687315109442,50.0,0.36
8,True,Tennessee,3576,10537,35.75,35.75,-86.25,-86.25,%null%,Breakdown by County (All Years),6975218,33.93755338331593,51.267214874144436,51.3,0.44
9,True,South Dakota,497,1347,44.5,44.50,-100.25,-100.25,%null%,Breakdown by County (All Years),895376,36.896807720861176,55.5074069441218,55.5,0.76
10,True,South Carolina,2468,7116,34,34.00,-81,-81.00,%null%,Breakdown by County (All Years),5190705,34.68240584598089,47.54652788012419,47.5,0.24
11,True,Rhode Island,460,1331,41.4966,41.50,-71.4757,-71.48,%null%,Breakdown by County (All Years),1095610,34.56048084147258,41.98574310201622,42.0,0.04
12,True,Pennsylvania,6009,17925,40.86,40.86,-77.9,-77.90,%null%,Breakdown by County (All Years),12964056,33.52301255230125,46.35123452104804,46.4,0.18
13,True,Oregon,2363,6556,44,44.00,-120.5,-120.50,%null%,Breakdown by County (All Years),4246155,36.043319097010375,55.65034719646363,55.7,0.78
14,True,Oklahoma,2177,6168,35.5,35.50,-97.5,-97.50,%null%,Breakdown by County (All Years),3986639,35.29507133592737,54.60740237578571,54.6,0.7
15,True,Ohio,6368,17803,40.25,40.25,-83,-83.00,%null%,Breakdown by County (All Years),11780017,35.769252373195535,54.0576469456708,54.1,0.6
16,True,North Dakota,400,1169,47.5,47.50,-100,-100.00,%null%,Breakdown by County (All Years),774948,34.217279726261765,51.616366517495365,51.6,0.48
17,True,North Carolina,4858,14901,35.5,35.50,-80,-80.00,%null%,Breakdown by County (All Years),10551162,32.60183880276492,46.04232216318923,46.0,0.16
18,True,New York,8731,25824,43,43.00,-75.49,-75.49,%null%,Breakdown by County (All Years),19835913,33.80963444857497,44.016123684349694,44.0,0.08
19,True,New Mexico,956,2537,34.5,34.50,-106,-106.00,%null%,Breakdown by County (All Years),2115877,37.682301931415054,45.18221049711301,45.2,0.14
20,True,New Jersey,3823,11798,40.16,40.16,-74.49,-74.49,%null%,Breakdown by County (All Years),9267130,32.40379725377183,41.253333016802394,41.3,0.02
21,True,New Hampshire,617,1930,43.66,43.66,-71.49,-71.49,%null%,Breakdown by County (All Years),1388992,31.968911917098445,44.420702207068146,44.4,0.12
22,True,Nevada,1710,4504,39.25,39.25,-116.75,-116.75,%null%,Breakdown by County (All Years),3143991,37.96625222024867,54.38946867214314,54.4,0.68
23,True,Nebraska,995,3207,41.5,41.50,-99.75,-99.75,%null%,Breakdown by County (All Years),1963692,31.025880885562827,50.66986065024454,50.7,0.42
24,True,Montana,559,1592,47,47.00,-109.75,-109.75,%null%,Breakdown by County (All Years),1104271,35.11306532663316,50.62163182769447,50.6,0.4
25,True,Missouri,2892,8620,38.25,38.25,-92.5,-92.50,%null%,Breakdown by County (All Years),6168187,33.54988399071926,46.88573806209183,46.9,0.2
26,True,Mississippi,1604,4963,33.503,33.50,-89.8071,-89.81,%null%,Breakdown by County (All Years),2949965,32.31916179730002,54.37352646556824,54.4,0.66
27,True,Minnesota,2993,9153,46.25,46.25,-94.25,-94.25,%null%,Breakdown by County (All Years),5707390,32.699661313230635,52.44078291478242,52.4,0.54
28,True,Michigan,4959,14950,43.1045,43.10,-84.6165,-84.62,%null%,Breakdown by County (All Years),10050811,33.17056856187291,49.339302072240734,49.3,0.32
29,True,Massachusetts,3039,9294,42.3616,42.36,-72.1839,-72.18,%null%,Breakdown by County (All Years),6984723,32.698515171078114,43.50924152611349,43.5,0.06
30,True,Maryland,2935,8753,39.4444,39.44,-77.0834,-77.08,%null%,Breakdown by County (All Years),6165129,33.53136067633954,47.606465331057954,47.6,0.26
31,True,Maine,718,2095,45.5,45.50,-69.24,-69.24,%null%,Breakdown by County (All Years),1372247,34.272076372315034,52.3229418610498,52.3,0.52
32,True,Louisiana,1707,4967,30.6935,30.69,-92.241,-92.24,%null%,Breakdown by County (All Years),4624047,34.36682101872358,36.91571474078875,36.9,0
33,True,Kentucky,2407,6865,37.79,37.79,-84.87,-84.87,%null%,Breakdown by County (All Years),4509394,35.06190823015295,53.37746047473341,53.4,0.56
34,True,Kansas,1666,4641,38.5,38.50,-98.5,-98.50,%null%,Breakdown by County (All Years),2934582,35.8974358974359,56.771288040341005,56.8,0.8
35,True,Iowa,1729,5228,42,42.00,-93.5,-93.50,%null%,Breakdown by County (All Years),3193079,33.07192042846213,54.14836275582283,54.1,0.62
36,True,Indiana,4117,12117,40,40.00,-86.25,-86.25,%null%,Breakdown by County (All Years),6805985,33.977057027316995,60.49087677977544,60.5,0.88
37,True,Illinois,5966,18112,40,40.00,-89.25,-89.25,%null%,Breakdown by County (All Years),12671469,32.939487632508836,47.082149670255276,47.1,0.22
38,True,Idaho,1226,3224,44.0739,44.07,-114.542,-114.54,%null%,Breakdown by County (All Years),1900923,38.027295285359806,64.49498480475012,64.5,0.96
