,Age Chart-alias,State1-alias,SUM(Positive Suicide)-alias,SUM(Total Suicide Responses)-alias,Latitude (generated)-value,Latitude (generated)-alias,Longitude (generated)-value,Longitude (generated)-alias,ATTR(Percentage Suffix Label %)-alias,ATTR(Tooltip Title Show)-alias,ATTR(State Population)-alias,AGG(Percent Positive)-alias,AGG(# per 100K)-alias,AGG(Formatted Show # or Percent Positive Age)-alias,AGG(Show # or Percent)-alias
0,True,Wyoming,183,620,43,43.00,-107.5,-107.50,%null%,Breakdown by County (All Years),578803,29.516129032258064,31.616975032955942,31.6,0.88
1,True,Wisconsin,1528,6062,44.5,44.50,-90,-90.00,%null%,Breakdown by County (All Years),5895908,25.206202573408117,25.916279562028446,25.9,0.36
2,True,West Virginia,556,1850,38.63,38.63,-80.73,-80.73,%null%,Breakdown by County (All Years),1782959,30.054054054054053,31.184115843381704,31.2,0.86
3,True,Washington,2136,7781,47.5,47.50,-120.5,-120.50,%null%,Breakdown by County (All Years),7738692,27.45148438504048,27.601563675101684,27.6,0.56
4,True,Virginia,2346,8918,37.77,37.77,-78.24,-78.24,%null%,Breakdown by County (All Years),8642274,26.30634671450998,27.145633197929154,27.1,0.5
5,True,Vermont,176,592,44.1584,44.16,-72.7678,-72.77,%null%,Breakdown by County (All Years),645570,29.72972972972973,27.26272906113977,27.3,0.52
6,True,Utah,1261,4341,39.25,39.25,-111.75,-111.75,%null%,Breakdown by County (All Years),3337975,29.048606311909698,37.77739497749384,37.8,0.98
7,True,Texas,7575,27760,31.25,31.25,-99.25,-99.25,%null%,Breakdown by County (All Years),29527941,27.287463976945247,25.653668164671554,25.7,0.32
8,True,Tennessee,2166,7669,35.75,35.75,-86.25,-86.25,%null%,Breakdown by County (All Years),6975218,28.24357804146564,31.052792901956614,31.1,0.84
9,True,South Dakota,232,856,44.5,44.50,-100.25,-100.25,%null%,Breakdown by County (All Years),895376,27.102803738317753,25.910902235485427,25.9,0.34
10,True,South Carolina,1361,4874,34,34.00,-81,-81.00,%null%,Breakdown by County (All Years),5190705,27.923676651620845,26.219945074898302,26.2,0.44
11,True,Rhode Island,230,883,41.4966,41.50,-71.4757,-71.48,%null%,Breakdown by County (All Years),1095610,26.047565118912797,20.99287155100811,21.0,0.04
12,True,Pennsylvania,3366,12244,40.86,40.86,-77.9,-77.90,%null%,Breakdown by County (All Years),12964056,27.491016007840575,25.96409642167544,26.0,0.4
13,True,Oregon,1270,4322,44,44.00,-120.5,-120.50,%null%,Breakdown by County (All Years),4246155,29.38454419250347,29.909412162297418,29.9,0.76
14,True,Oklahoma,1215,4250,35.5,35.50,-97.5,-97.50,%null%,Breakdown by County (All Years),3986639,28.58823529411765,30.47680013163971,30.5,0.8
15,True,Ohio,3413,11818,40.25,40.25,-83,-83.00,%null%,Breakdown by County (All Years),11780017,28.879675071924183,28.972793502759803,29.0,0.64
16,True,North Dakota,197,758,47.5,47.50,-100,-100.00,%null%,Breakdown by County (All Years),774948,25.989445910290236,25.421060509866468,25.4,0.3
17,True,North Carolina,2632,10326,35.5,35.50,-80,-80.00,%null%,Breakdown by County (All Years),10551162,25.489056749951576,24.94511978870195,24.9,0.22
18,True,New York,4546,17246,43,43.00,-75.49,-75.49,%null%,Breakdown by County (All Years),19835913,26.35973559086165,22.91802751907613,22.9,0.12
19,True,New Mexico,516,1702,34.5,34.50,-106,-106.00,%null%,Breakdown by County (All Years),2115877,30.317273795534668,24.38705085409029,24.4,0.2
20,True,New Jersey,1945,7637,40.16,40.16,-74.49,-74.49,%null%,Breakdown by County (All Years),9267130,25.46811575225874,20.988159225132268,21.0,0.02
21,True,New Hampshire,330,1292,43.66,43.66,-71.49,-71.49,%null%,Breakdown by County (All Years),1388992,25.541795665634677,23.75823618854536,23.8,0.16
22,True,Nevada,925,2857,39.25,39.25,-116.75,-116.75,%null%,Breakdown by County (All Years),3143991,32.376618830941545,29.421203813878606,29.4,0.68
23,True,Nebraska,552,2212,41.5,41.50,-99.75,-99.75,%null%,Breakdown by County (All Years),1963692,24.95479204339964,28.110314652195964,28.1,0.6
24,True,Montana,302,1095,47,47.00,-109.75,-109.75,%null%,Breakdown by County (All Years),1104271,27.579908675799086,27.348359234282164,27.3,0.54
25,True,Missouri,1555,5722,38.25,38.25,-92.5,-92.50,%null%,Breakdown by County (All Years),6168187,27.17581265291856,25.210000928960163,25.2,0.26
26,True,Mississippi,1037,3824,33.503,33.50,-89.8071,-89.81,%null%,Breakdown by County (All Years),2949965,27.118200836820083,35.15295944189168,35.2,0.96
27,True,Minnesota,1389,5583,46.25,46.25,-94.25,-94.25,%null%,Breakdown by County (All Years),5707390,24.879097259537883,24.336868516081783,24.3,0.18
28,True,Michigan,2605,9896,43.1045,43.10,-84.6165,-84.62,%null%,Breakdown by County (All Years),10050811,26.32376717865804,25.918306492879033,25.9,0.38
29,True,Massachusetts,1570,6191,42.3616,42.36,-72.1839,-72.18,%null%,Breakdown by County (All Years),6984723,25.35939266677435,22.47762724448772,22.5,0.08
30,True,Maryland,1338,5490,39.4444,39.44,-77.0834,-77.08,%null%,Breakdown by County (All Years),6165129,24.371584699453553,21.702708897088772,21.7,0.06
31,True,Maine,363,1332,45.5,45.50,-69.24,-69.24,%null%,Breakdown by County (All Years),1372247,27.25225225225225,26.452963642842725,26.5,0.46
32,True,Louisiana,925,3332,30.6935,30.69,-92.241,-92.24,%null%,Breakdown by County (All Years),4624047,27.761104441776713,20.004121930421555,20.0,0
33,True,Kentucky,1253,4526,37.79,37.79,-84.87,-84.87,%null%,Breakdown by County (All Years),4509394,27.684489615554575,27.786438709946392,27.8,0.58
34,True,Kansas,861,3021,38.5,38.50,-98.5,-98.50,%null%,Breakdown by County (All Years),2934582,28.500496524329694,29.339783314966148,29.3,0.66
35,True,Iowa,858,3362,42,42.00,-93.5,-93.50,%null%,Breakdown by County (All Years),3193079,25.520523497917907,26.87061610439328,26.9,0.48
36,True,Indiana,2246,8348,40,40.00,-86.25,-86.25,%null%,Breakdown by County (All Years),6805985,26.904647819837084,33.000366589112375,33.0,0.9
37,True,Illinois,3200,12053,40,40.00,-89.25,-89.25,%null%,Breakdown by County (All Years),12671469,26.54940678669211,25.253583463764148,25.3,0.28
38,True,Idaho,564,1956,44.0739,44.07,-114.542,-114.54,%null%,Breakdown by County (All Years),1900923,28.834355828220858,29.669797251124844,29.7,0.7
39,True,Hawaii,428,1656,20.79,20.79,-156.34,-156.34,%null%,Breakdown by County (All Years),1441553,25.845410628019323,29.69020216391628,29.7,0.72
40,True,Georgia,2812,10323,32.1598,32.16,-83.4715,-83.47,%null%,Breakdown by County (All Years),10799566,27.24014336917563,26.038083382239623,26.0,0.42
41,True,Florida,4944,18139,28.42,28.42,-81.55,-81.55,%null%,Breakdown by County (All Years),21781128,27.256188323501846,22.69854894567444,22.7,0.1
42,True,District of Columbia,224,982,38.91,38.91,-77,-77.00,%null%,Breakdown by County (All Years),670050,22.810590631364562,33.43034101932692,33.4,0.92
43,True,Delaware,300,1174,38.6716,38.67,-75.4165,-75.42,%null%,Breakdown by County (All Years),1003384,25.55366269165247,29.898822385048994,29.9,0.74
44,True,Connecticut,856,3406,41.6227,41.62,-72.7028,-72.70,%null%,Breakdown by County (All Years),3605597,25.132119788608335,23.740867323774676,23.7,0.14
45,True,Colorado,1968,6921,39,39.00,-105.5,-105.50,%null%,Breakdown by County (All Years),5812069,28.43519722583442,33.860575295991836,33.9,0.94
46,True,California,9855,36922,37.25,37.25,-119.75,-119.75,%null%,Breakdown by County (All Years),39237836,26.69140349926873,25.116063994966492,25.1,0.24
47,True,Arkansas,934,3168,34.75,34.75,-92.5,-92.50,%null%,Breakdown by County (All Years),3025891,29.482323232323232,30.86694134058365,30.9,0.82
48,True,Arizona,2185,7253,34.5,34.50,-111.5,-111.50,%null%,Breakdown by County (All Years),7276316,30.12546532469323,30.028932223394367,30.0,0.78
49,True,Alaska,346,1135,64,64.00,-150,-150.00,%null%,Breakdown by County (All Years),732673,30.484581497797357,47.224341554827326,47.2,1
50,True,Alabama,1439,4987,32.75,32.75,-86.75,-86.75,%null%,Breakdown by County (All Years),5039877,28.855023059955887,28.55228411328292,28.6,0.62
