,Age Chart-alias,State1-alias,SUM(Positive Suicide)-alias,SUM(Total Suicide Responses)-alias,Latitude (generated)-value,Latitude (generated)-alias,Longitude (generated)-value,Longitude (generated)-alias,ATTR(Percentage Suffix Label %)-alias,ATTR(Tooltip Title Show)-alias,ATTR(State Population)-alias,AGG(Percent Positive)-alias,AGG(# per 100K)-alias,AGG(Formatted Show # or Percent Positive Age)-alias,AGG(Show # or Percent)-alias
0,True,Wyoming,184,538,43,43.00,-107.5,-107.50,%null%,Breakdown by County (All Years),578803,34.20074349442379,31.78974538832729,31.8,0.32
1,True,Wisconsin,1882,5340,44.5,44.50,-90,-90.00,%null%,Breakdown by County (All Years),5895908,35.243445692883896,31.92044380611095,31.9,0.38
2,True,West Virginia,576,1587,38.63,38.63,-80.73,-80.73,%null%,Breakdown by County (All Years),1782959,36.29489603024575,32.30584662911486,32.3,0.44
3,True,Washington,2724,7762,47.5,47.50,-120.5,-120.50,%null%,Breakdown by County (All Years),7738692,35.094047925792324,35.199746933977984,35.2,0.74
4,True,Virginia,2832,8190,37.77,37.77,-78.24,-78.24,%null%,Breakdown by County (All Years),8642274,34.57875457875458,32.76915311872778,32.8,0.54
5,True,Vermont,209,720,44.1584,44.16,-72.7678,-72.77,%null%,Breakdown by County (All Years),645570,29.02777777777778,32.37449076010348,32.4,0.48
6,True,Utah,1411,4490,39.25,39.25,-111.75,-111.75,%null%,Breakdown by County (All Years),3337975,31.425389755011135,42.271137441113254,42.3,0.98
7,True,Texas,9373,26206,31.25,31.25,-99.25,-99.25,%null%,Breakdown by County (All Years),29527941,35.766618331679766,31.742816066992276,31.7,0.3
8,True,Tennessee,2228,6536,35.75,35.75,-86.25,-86.25,%null%,Breakdown by County (All Years),6975218,34.08812729498164,31.941654009953524,31.9,0.4
9,True,South Dakota,335,913,44.5,44.50,-100.25,-100.25,%null%,Breakdown by County (All Years),895376,36.69222343921139,37.41444934865353,37.4,0.86
10,True,South Carolina,1562,4461,34,34.00,-81,-81.00,%null%,Breakdown by County (All Years),5190705,35.0145707240529,30.092251437906796,30.1,0.26
11,True,Rhode Island,293,800,41.4966,41.50,-71.4757,-71.48,%null%,Breakdown by County (All Years),1095610,36.625,26.743092888892946,26.7,0.02
12,True,Pennsylvania,3721,10994,40.86,40.86,-77.9,-77.90,%null%,Breakdown by County (All Years),12964056,33.84573403674732,28.702436953373237,28.7,0.12
13,True,Oregon,1599,4332,44,44.00,-120.5,-120.50,%null%,Breakdown by County (All Years),4246155,36.911357340720215,37.657598462609116,37.7,0.88
14,True,Oklahoma,1347,3831,35.5,35.50,-97.5,-97.50,%null%,Breakdown by County (All Years),3986639,35.160532498042286,33.78785989902772,33.8,0.6
15,True,Ohio,4083,11063,40.25,40.25,-83,-83.00,%null%,Breakdown by County (All Years),11780017,36.90680647202386,34.66039140690544,34.7,0.7
16,True,North Dakota,251,718,47.5,47.50,-100,-100.00,%null%,Breakdown by County (All Years),774948,34.958217270194986,32.38926998972834,32.4,0.5
17,True,North Carolina,3039,9114,35.5,35.50,-80,-80.00,%null%,Breakdown by County (All Years),10551162,33.344305464121135,28.802514832015657,28.8,0.14
18,True,New York,5641,16340,43,43.00,-75.49,-75.49,%null%,Breakdown by County (All Years),19835913,34.522643818849446,28.438317913574235,28.4,0.08
19,True,New Mexico,617,1643,34.5,34.50,-106,-106.00,%null%,Breakdown by County (All Years),2115877,37.55325623858795,29.160485226693233,29.2,0.18
20,True,New Jersey,2518,7413,40.16,40.16,-74.49,-74.49,%null%,Breakdown by County (All Years),9267130,33.96735464724133,27.17130330533833,27.2,0.04
21,True,New Hampshire,405,1278,43.66,43.66,-71.49,-71.49,%null%,Breakdown by County (All Years),1388992,31.690140845070424,29.157835322305672,29.2,0.16
22,True,Nevada,1057,2683,39.25,39.25,-116.75,-116.75,%null%,Breakdown by County (All Years),3143991,39.396198285501306,33.61968911488614,33.6,0.58
23,True,Nebraska,699,2086,41.5,41.50,-99.75,-99.75,%null%,Breakdown by County (All Years),1963692,33.509108341323106,35.596213662835105,35.6,0.78
