,Age Chart-alias,State1-alias,SUM(Positive Suicide)-alias,SUM(Total Suicide Responses)-alias,Latitude (generated)-value,Latitude (generated)-alias,Longitude (generated)-value,Longitude (generated)-alias,ATTR(Percentage Suffix Label %)-alias,ATTR(Tooltip Title Show)-alias,ATTR(State Population)-alias,AGG(Percent Positive)-alias,AGG(# per 100K)-alias,AGG(Formatted Show # or Percent Positive Age)-alias,AGG(Show # or Percent)-alias
0,True,Wyoming,116,256,43,43.00,-107.5,-107.50,%null%,Breakdown by County (All Years),578803,45.3125,20.0413612230759,20.0,0.7
1,True,Wisconsin,1180,2335,44.5,44.50,-90,-90.00,%null%,Breakdown by County (All Years),5895908,50.53533190578159,20.013880813608353,20.0,0.68
2,True,West Virginia,316,641,38.63,38.63,-80.73,-80.73,%null%,Breakdown by County (All Years),1782959,49.297971918876755,17.723346414583848,17.7,0.32
3,True,Washington,1637,3337,47.5,47.50,-120.5,-120.50,%null%,Breakdown by County (All Years),7738692,49.056038357806415,21.153445569354613,21.2,0.82
4,True,Virginia,1768,3708,37.77,37.77,-78.24,-78.24,%null%,Breakdown by County (All Years),8642274,47.680690399137,20.457578641917625,20.5,0.76
5,True,Vermont,124,246,44.1584,44.16,-72.7678,-72.77,%null%,Breakdown by County (All Years),645570,50.40650406504065,19.207831838530293,19.2,0.58
6,True,Utah,665,1329,39.25,39.25,-111.75,-111.75,%null%,Breakdown by County (All Years),3337975,50.03762227238525,19.922258255379383,19.9,0.64
7,True,Texas,5883,11747,31.25,31.25,-99.25,-99.25,%null%,Breakdown by County (All Years),29527941,50.08087171192644,19.923502285513237,19.9,0.66
8,True,Tennessee,1045,2081,35.75,35.75,-86.25,-86.25,%null%,Breakdown by County (All Years),6975218,50.2162421912542,14.981610610593103,15.0,0.06
9,True,South Dakota,158,300,44.5,44.50,-100.25,-100.25,%null%,Breakdown by County (All Years),895376,52.666666666666664,17.646217901753005,17.6,0.28
10,True,South Carolina,905,1693,34,34.00,-81,-81.00,%null%,Breakdown by County (All Years),5190705,53.45540460720615,17.435011236431276,17.4,0.26
11,True,Rhode Island,180,365,41.4966,41.50,-71.4757,-71.48,%null%,Breakdown by County (All Years),1095610,49.31506849315068,16.42920382252809,16.4,0.08
12,True,Pennsylvania,2143,4585,40.86,40.86,-77.9,-77.90,%null%,Breakdown by County (All Years),12964056,46.73936750272628,16.530320449094017,16.5,0.12
13,True,Oregon,793,1636,44,44.00,-120.5,-120.50,%null%,Breakdown by County (All Years),4246155,48.4718826405868,18.675719562757365,18.7,0.5
14,True,Oklahoma,658,1328,35.5,35.50,-97.5,-97.50,%null%,Breakdown by County (All Years),3986639,49.54819277108434,16.50513126470694,16.5,0.1
15,True,Ohio,2190,4435,40.25,40.25,-83,-83.00,%null%,Breakdown by County (All Years),11780017,49.379932356257044,18.590805089670074,18.6,0.46
16,True,North Dakota,149,268,47.5,47.50,-100,-100.00,%null%,Breakdown by County (All Years),774948,55.59701492537313,19.227096527767024,19.2,0.6
17,True,North Carolina,1886,3826,35.5,35.50,-80,-80.00,%null%,Breakdown by County (All Years),10551162,49.29430214323053,17.874808480809982,17.9,0.36
18,True,New York,3503,7233,43,43.00,-75.49,-75.49,%null%,Breakdown by County (All Years),19835913,48.43080326282317,17.659887901303055,17.7,0.3
19,True,New Mexico,364,692,34.5,34.50,-106,-106.00,%null%,Breakdown by County (All Years),2115877,52.601156069364166,17.203268431955166,17.2,0.22
20,True,New Jersey,1729,3693,40.16,40.16,-74.49,-74.49,%null%,Breakdown by County (All Years),9267130,46.81830490116437,18.65734051426925,18.7,0.48
21,True,New Hampshire,238,557,43.66,43.66,-71.49,-71.49,%null%,Breakdown by County (All Years),1388992,42.72890484739677,17.13472791779938,17.1,0.18
22,True,Nevada,717,1370,39.25,39.25,-116.75,-116.75,%null%,Breakdown by County (All Years),3143991,52.33576642335767,22.805408794109145,22.8,0.92
23,True,Nebraska,406,811,41.5,41.50,-99.75,-99.75,%null%,Breakdown by County (All Years),1963692,50.06165228113441,20.675340124622394,20.7,0.8
24,True,Montana,212,359,47,47.00,-109.75,-109.75,%null%,Breakdown by County (All Years),1104271,59.05292479108635,19.198185952542445,19.2,0.56
