,Age Chart-alias,State1-alias,SUM(Positive Suicide)-alias,SUM(Total Suicide Responses)-alias,Latitude (generated)-value,Latitude (generated)-alias,Longitude (generated)-value,Longitude (generated)-alias,ATTR(Percentage Suffix Label %)-alias,ATTR(Tooltip Title Show)-alias,ATTR(State Population)-alias,AGG(Percent Positive)-alias,AGG(# per 100K)-alias,AGG(Formatted Show # or Percent Positive Age)-alias,AGG(Show # or Percent)-alias
0,True,Wyoming,159,348,43,43.00,-107.5,-107.50,%null%,Breakdown by County (All Years),578803,45.689655172413794,27.47048650404369,27.5,0.84
1,True,Wisconsin,1278,2747,44.5,44.50,-90,-90.00,%null%,Breakdown by County (All Years),5895908,46.523480160174735,21.67605057609447,21.7,0.32
2,True,West Virginia,403,765,38.63,38.63,-80.73,-80.73,%null%,Breakdown by County (All Years),1782959,52.67973856209151,22.60287533252307,22.6,0.36
3,True,Washington,1992,4089,47.5,47.50,-120.5,-120.50,%null%,Breakdown by County (All Years),7738692,48.71606749816581,25.740784101499322,25.7,0.7
4,True,Virginia,2044,4234,37.77,37.77,-78.24,-78.24,%null%,Breakdown by County (All Years),8642274,48.275862068965516,23.65118254755635,23.7,0.44
5,True,Vermont,146,313,44.1584,44.16,-72.7678,-72.77,%null%,Breakdown by County (All Years),645570,46.64536741214057,22.615672971172764,22.6,0.38
6,True,Utah,940,2034,39.25,39.25,-111.75,-111.75,%null%,Breakdown by County (All Years),3337975,46.214355948869226,28.160786105348304,28.2,0.88
7,True,Texas,7070,14566,31.25,31.25,-99.25,-99.25,%null%,Breakdown by County (All Years),29527941,48.537690512151585,23.94342362036012,23.9,0.48
8,True,Tennessee,1384,2791,35.75,35.75,-86.25,-86.25,%null%,Breakdown by County (All Years),6975218,49.58796130419205,19.841673765608473,19.8,0.04
9,True,South Dakota,261,481,44.5,44.50,-100.25,-100.25,%null%,Breakdown by County (All Years),895376,54.26195426195426,29.149765014921105,29.1,0.92
10,True,South Carolina,1097,2204,34,34.00,-81,-81.00,%null%,Breakdown by County (All Years),5190705,49.77313974591652,21.133930747364758,21.1,0.24
11,True,Rhode Island,224,436,41.4966,41.50,-71.4757,-71.48,%null%,Breakdown by County (All Years),1095610,51.37614678899083,20.44523142359051,20.4,0.12
12,True,Pennsylvania,2606,5561,40.86,40.86,-77.9,-77.90,%null%,Breakdown by County (All Years),12964056,46.86207516633699,20.10173359325199,20.1,0.08
13,True,Oregon,1070,2184,44,44.00,-120.5,-120.50,%null%,Breakdown by County (All Years),4246155,48.99267399267399,25.199268514691525,25.2,0.6
14,True,Oklahoma,951,1878,35.5,35.50,-97.5,-97.50,%null%,Breakdown by County (All Years),3986639,50.638977635782744,23.854680596863673,23.9,0.46
15,True,Ohio,2897,5857,40.25,40.25,-83,-83.00,%null%,Breakdown by County (All Years),11780017,49.46218200443913,24.59249422135808,24.6,0.54
16,True,North Dakota,199,403,47.5,47.50,-100,-100.00,%null%,Breakdown by County (All Years),774948,49.37965260545906,25.679142342453943,25.7,0.68
17,True,North Carolina,2183,4472,35.5,35.50,-80,-80.00,%null%,Breakdown by County (All Years),10551162,48.814847942754916,20.689664323228094,20.7,0.16
18,True,New York,4104,8394,43,43.00,-75.49,-75.49,%null%,Breakdown by County (All Years),19835913,48.89206576125804,20.68974591691343,20.7,0.18
