,Age Chart-alias,State1-alias,SUM(Positive Suicide)-alias,SUM(Total Suicide Responses)-alias,Latitude (generated)-value,Latitude (generated)-alias,Longitude (generated)-value,Longitude (generated)-alias,ATTR(Percentage Suffix Label %)-alias,ATTR(Tooltip Title Show)-alias,ATTR(State Population)-alias,AGG(Percent Positive)-alias,AGG(# per 100K)-alias,AGG(Formatted Show # or Percent Positive Age)-alias,AGG(Show # or Percent)-alias
0,True,Wyoming,278,924,43,43.00,-107.5,-107.50,%null%,Breakdown by County (All Years),578803,30.08658008658009,48.03015879323362,48.0,0.96
1,True,Wisconsin,2257,6549,44.5,44.50,-90,-90.00,%null%,Breakdown by County (All Years),5895908,34.463276836158194,38.28078728501191,38.3,0.44
2,True,West Virginia,735,1897,38.63,38.63,-80.73,-80.73,%null%,Breakdown by County (All Years),1782959,38.74538745387454,41.22360637569344,41.2,0.76
3,True,Washington,3293,9565,47.5,47.50,-120.5,-120.50,%null%,Breakdown by County (All Years),7738692,34.427600627286985,42.55241066578176,42.6,0.82
4,True,Virginia,3462,10251,37.77,37.77,-78.24,-78.24,%null%,Breakdown by County (All Years),8642274,33.772314896107694,40.05890116420748,40.1,0.68
5,True,Vermont,249,700,44.1584,44.16,-72.7678,-72.77,%null%,Breakdown by County (All Years),645570,35.57142857142857,38.57056554672615,38.6,0.46
6,True,Utah,1580,4999,39.25,39.25,-111.75,-111.75,%null%,Breakdown by County (All Years),3337975,31.606321264252852,47.334087283457784,47.3,0.92
7,True,Texas,11701,32574,31.25,31.25,-99.25,-99.25,%null%,Breakdown by County (All Years),29527941,35.92128691594523,39.626874085125,39.6,0.6
8,True,Tennessee,2557,8162,35.75,35.75,-86.25,-86.25,%null%,Breakdown by County (All Years),6975218,31.328105856407745,36.65835247013069,36.7,0.38
9,True,South Dakota,303,980,44.5,44.50,-100.25,-100.25,%null%,Breakdown by County (All Years),895376,30.918367346938773,33.8405317989314,33.8,0.1
10,True,South Carolina,1788,4930,34,34.00,-81,-81.00,%null%,Breakdown by County (All Years),5190705,36.267748478701826,34.446187945568084,34.4,0.14
11,True,Rhode Island,342,1023,41.4966,41.50,-71.4757,-71.48,%null%,Breakdown by County (All Years),1095610,33.43108504398827,31.21548726280337,31.2,0.06
12,True,Pennsylvania,4573,13901,40.86,40.86,-77.9,-77.90,%null%,Breakdown by County (All Years),12964056,32.89691389108697,35.27445422944795,35.3,0.22
13,True,Oregon,1671,4870,44,44.00,-120.5,-120.50,%null%,Breakdown by County (All Years),4246155,34.31211498973306,39.353250175747235,39.4,0.54
14,True,Oklahoma,1505,4222,35.5,35.50,-97.5,-97.50,%null%,Breakdown by County (All Years),3986639,35.646612979630504,37.751098105446715,37.8,0.4
15,True,Ohio,4676,12870,40.25,40.25,-83,-83.00,%null%,Breakdown by County (All Years),11780017,36.33255633255633,39.69433999967912,39.7,0.64
16,True,North Dakota,315,878,47.5,47.50,-100,-100.00,%null%,Breakdown by County (All Years),774948,35.876993166287015,40.647888632527604,40.6,0.72
17,True,North Carolina,3663,10604,35.5,35.50,-80,-80.00,%null%,Breakdown by County (All Years),10551162,34.54356846473029,34.71655538982342,34.7,0.16
18,True,New York,6915,20701,43,43.00,-75.49,-75.49,%null%,Breakdown by County (All Years),19835913,33.404183372783926,34.86101194333732,34.9,0.2
19,True,New Mexico,766,2022,34.5,34.50,-106,-106.00,%null%,Breakdown by County (All Years),2115877,37.88328387734916,36.202482469444114,36.2,0.3
20,True,New Jersey,3284,9769,40.16,40.16,-74.49,-74.49,%null%,Breakdown by County (All Years),9267130,33.61654212304227,35.43707706700996,35.4,0.26
21,True,New Hampshire,490,1512,43.66,43.66,-71.49,-71.49,%null%,Breakdown by County (All Years),1388992,32.407407407407405,35.27738100723402,35.3,0.24
22,True,Nevada,1435,3677,39.25,39.25,-116.75,-116.75,%null%,Breakdown by County (All Years),3143991,39.02638020125102,45.6426242950441,45.6,0.88
23,True,Nebraska,802,2319,41.5,41.50,-99.75,-99.75,%null%,Breakdown by County (All Years),1963692,34.58387235877534,40.841435418589064,40.8,0.74
24,True,Montana,465,1200,47,47.00,-109.75,-109.75,%null%,Breakdown by County (All Years),1104271,38.75,42.10922862232188,42.1,0.8
25,True,Missouri,2256,6610,38.25,38.25,-92.5,-92.50,%null%,Breakdown by County (All Years),6168187,34.130105900151285,36.574766621050884,36.6,0.36
26,True,Mississippi,865,2357,33.503,33.50,-89.8071,-89.81,%null%,Breakdown by County (All Years),2949965,36.69919389053882,29.3223817909704,29.3,0.02
27,True,Minnesota,2278,6844,46.25,46.25,-94.25,-94.25,%null%,Breakdown by County (All Years),5707390,33.284628872004674,39.91316521211973,39.9,0.66
28,True,Michigan,3890,11119,43.1045,43.10,-84.6165,-84.62,%null%,Breakdown by County (All Years),10050811,34.98516053601943,38.70334443658328,38.7,0.48
29,True,Massachusetts,2397,7771,42.3616,42.36,-72.1839,-72.18,%null%,Breakdown by County (All Years),6984723,30.845451035902716,34.317753187921696,34.3,0.12
30,True,Maryland,2352,6963,39.4444,39.44,-77.0834,-77.08,%null%,Breakdown by County (All Years),6165129,33.778543731150364,38.15005330788699,38.2,0.42
31,True,Maine,493,1414,45.5,45.50,-69.24,-69.24,%null%,Breakdown by County (All Years),1372247,34.865629420084865,35.92647679317207,35.9,0.28
32,True,Louisiana,1311,3712,30.6935,30.69,-92.241,-92.24,%null%,Breakdown by County (All Years),4624047,35.317887931034484,28.351787946792065,28.4,0
33,True,Kentucky,1761,5090,37.79,37.79,-84.87,-84.87,%null%,Breakdown by County (All Years),4509394,34.59724950884087,39.05181050935004,39.1,0.52
34,True,Kansas,1164,3199,38.5,38.50,-98.5,-98.50,%null%,Breakdown by County (All Years),2934582,36.38637074085651,39.66493354079048,39.7,0.62
35,True,Iowa,1263,3519,42,42.00,-93.5,-93.50,%null%,Breakdown by County (All Years),3193079,35.89087809036658,39.55429853129221,39.6,0.58
36,True,Indiana,3356,9383,40,40.00,-86.25,-86.25,%null%,Breakdown by County (All Years),6805985,35.76681232015347,49.309541528522324,49.3,0.98
37,True,Illinois,4906,14618,40,40.00,-89.25,-89.25,%null%,Breakdown by County (All Years),12671469,33.56136270351621,38.71690014788341,38.7,0.5
38,True,Idaho,693,1986,44.0739,44.07,-114.542,-114.54,%null%,Breakdown by County (All Years),1900923,34.894259818731115,36.45597428196724,36.5,0.32
39,True,Hawaii,687,1767,20.79,20.79,-156.34,-156.34,%null%,Breakdown by County (All Years),1441553,38.879456706281836,47.65693665095907,47.7,0.94
40,True,Georgia,4265,11940,32.1598,32.16,-83.4715,-83.47,%null%,Breakdown by County (All Years),10799566,35.72026800670017,39.49232774724466,39.5,0.56
41,True,Florida,7190,20978,28.42,28.42,-81.55,-81.55,%null%,Breakdown by County (All Years),21781128,34.27400133473162,33.010227936771685,33.0,0.08
42,True,District of Columbia,207,930,38.91,38.91,-77,-77.00,%null%,Breakdown by County (All Years),670050,22.258064516129032,30.893216924110142,30.9,0.04
43,True,Delaware,366,1125,38.6716,38.67,-75.4165,-75.42,%null%,Breakdown by County (All Years),1003384,32.53333333333333,36.476563309759776,36.5,0.34
44,True,Connecticut,1255,3858,41.6227,41.62,-72.7028,-72.70,%null%,Breakdown by County (All Years),3605597,32.52980819077242,34.806995901094886,34.8,0.18
45,True,Colorado,2572,7291,39,39.00,-105.5,-105.50,%null%,Breakdown by County (All Years),5812069,35.276368125085725,44.2527437303308,44.3,0.84
46,True,California,16221,48048,37.25,37.25,-119.75,-119.75,%null%,Breakdown by County (All Years),39237836,33.75999000999001,41.34020031074088,41.3,0.78
47,True,Arkansas,1213,3244,34.75,34.75,-92.5,-92.50,%null%,Breakdown by County (All Years),3025891,37.3921085080148,40.08736600227834,40.1,0.7
48,True,Arizona,3444,9594,34.5,34.50,-111.5,-111.50,%null%,Breakdown by County (All Years),7276316,35.8974358974359,47.33164420016942,47.3,0.9
49,True,Alaska,609,1630,64,64.00,-150,-150.00,%null%,Breakdown by County (All Years),732673,37.36196319018405,83.12030059794752,83.1,1
