,Age Chart-alias,State-alias,SUM(Positive Severe Depression)-alias,SUM(Total Depression Responses)-alias,Latitude (generated)-value,Latitude (generated)-alias,Longitude (generated)-value,Longitude (generated)-alias,ATTR(2021 Population Estimate)-alias,ATTR(Percentage Suffix Label %)-alias,ATTR(Tooltip Title Show)-alias,AGG(% at Risk)-alias,AGG(# per 100K)-alias,AGG(Formatted Show # or Percent Positive Age)-alias,AGG(Show # or Percent)-alias
0,True,Wyoming,121,303,43,43.00,-107.5,-107.50,578803,%null%,Breakdown by County (All Years),39.93,20.90521299993262,20.9,0.84
1,True,Wisconsin,991,2426,44.5,44.50,-90,-90.00,5895908,%null%,Breakdown by County (All Years),40.85,16.80826770024227,16.8,0.4
2,True,West Virginia,330,685,38.63,38.63,-80.73,-80.73,1782959,%null%,Breakdown by County (All Years),48.18,18.508557964597056,18.5,0.68
3,True,Washington,1368,3274,47.5,47.50,-120.5,-120.50,7738692,%null%,Breakdown by County (All Years),41.78,17.677405949222425,17.7,0.54
4,True,Virginia,1357,3613,37.77,37.77,-78.24,-78.24,8642274,%null%,Breakdown by County (All Years),37.56,15.701885869390393,15.7,0.24
5,True,Vermont,119,314,44.1584,44.16,-72.7678,-72.77,645570,%null%,Breakdown by County (All Years),37.90,18.433322490202457,18.4,0.66
6,True,Utah,698,1592,39.25,39.25,-111.75,-111.75,3337975,%null%,Breakdown by County (All Years),43.84,20.910881597375656,20.9,0.86
7,True,Texas,5287,12668,31.25,31.25,-99.25,-99.25,29527941,%null%,Breakdown by County (All Years),41.74,17.905075060939737,17.9,0.58
8,True,Tennessee,1063,2438,35.75,35.75,-86.25,-86.25,6975218,%null%,Breakdown by County (All Years),43.60,15.239667061301882,15.2,0.18
9,True,South Dakota,181,395,44.5,44.50,-100.25,-100.25,895376,%null%,Breakdown by County (All Years),45.82,20.214971140615784,20.2,0.78
10,True,South Carolina,810,1897,34,34.00,-81,-81.00,5190705,%null%,Breakdown by County (All Years),42.70,15.604816686750643,15.6,0.2
11,True,Rhode Island,137,330,41.4966,41.50,-71.4757,-71.48,1095610,%null%,Breakdown by County (All Years),41.52,12.504449576035269,12.5,0
