,Age Chart-alias,State-alias,SUM(Positive Severe Depression)-alias,SUM(Total Depression Responses)-alias,Latitude (generated)-value,Latitude (generated)-alias,Longitude (generated)-value,Longitude (generated)-alias,ATTR(2021 Population Estimate)-alias,ATTR(Percentage Suffix Label %)-alias,ATTR(Tooltip Title Show)-alias,AGG(% at Risk)-alias,AGG(# per 100K)-alias,AGG(Formatted Show # or Percent Positive Age)-alias,AGG(Show # or Percent)-alias
0,True,Wyoming,341,1050,43,43.00,-107.5,-107.50,578803,%null%,Breakdown by County (All Years),32.48,58.914691181628285,58.9,0.96
1,True,Wisconsin,2568,8289,44.5,44.50,-90,-90.00,5895908,%null%,Breakdown by County (All Years),30.98,43.55563214351377,43.6,0.4
2,True,West Virginia,944,2492,38.63,38.63,-80.73,-80.73,1782959,%null%,Breakdown by County (All Years),37.88,52.945693086604905,52.9,0.82
3,True,Washington,3551,10913,47.5,47.50,-120.5,-120.50,7738692,%null%,Breakdown by County (All Years),32.54,45.88630740181933,45.9,0.56
4,True,Virginia,3764,12060,37.77,37.77,-78.24,-78.24,8642274,%null%,Breakdown by County (All Years),31.21,43.55335181458028,43.6,0.38
5,True,Vermont,271,901,44.1584,44.16,-72.7678,-72.77,645570,%null%,Breakdown by County (All Years),30.08,41.97840667936862,42.0,0.28
6,True,Utah,1893,5724,39.25,39.25,-111.75,-111.75,3337975,%null%,Breakdown by County (All Years),33.07,56.71102989087695,56.7,0.94
7,True,Texas,13261,38591,31.25,31.25,-99.25,-99.25,29527941,%null%,Breakdown by County (All Years),34.36,44.910005746760326,44.9,0.44
8,True,Tennessee,3470,9553,35.75,35.75,-86.25,-86.25,6975218,%null%,Breakdown by County (All Years),36.32,49.747549108859396,49.7,0.72
9,True,South Dakota,422,1246,44.5,44.50,-100.25,-100.25,895376,%null%,Breakdown by County (All Years),33.87,47.13103768696056,47.1,0.6
10,True,South Carolina,2226,6317,34,34.00,-81,-81.00,5190705,%null%,Breakdown by County (All Years),35.24,42.8843480798851,42.9,0.32
11,True,Rhode Island,342,1183,41.4966,41.50,-71.4757,-71.48,1095610,%null%,Breakdown by County (All Years),28.91,31.21548726280337,31.2,0
12,True,Pennsylvania,5146,16165,40.86,40.86,-77.9,-77.90,12964056,%null%,Breakdown by County (All Years),31.83,39.694367256667206,39.7,0.16
13,True,Oregon,1912,5975,44,44.00,-120.5,-120.50,4246155,%null%,Breakdown by County (All Years),32.00,45.028973271112335,45.0,0.46
14,True,Oklahoma,2037,5666,35.5,35.50,-97.5,-97.50,3986639,%null%,Breakdown by County (All Years),35.95,51.09567231946509,51.1,0.74
15,True,Ohio,5344,15882,40.25,40.25,-83,-83.00,11780017,%null%,Breakdown by County (All Years),33.65,45.36495999963328,45.4,0.48
16,True,North Dakota,354,1047,47.5,47.50,-100,-100.00,774948,%null%,Breakdown by County (All Years),33.81,45.680484367983404,45.7,0.54
17,True,North Carolina,4012,12442,35.5,35.50,-80,-80.00,10551162,%null%,Breakdown by County (All Years),32.25,38.024247945392176,38.0,0.1
18,True,New York,7641,24953,43,43.00,-75.49,-75.49,19835913,%null%,Breakdown by County (All Years),30.62,38.52104009530593,38.5,0.12
19,True,New Mexico,885,2456,34.5,34.50,-106,-106.00,2115877,%null%,Breakdown by County (All Years),36.03,41.82662791835253,41.8,0.26
20,True,New Jersey,3296,10842,40.16,40.16,-74.49,-74.49,9267130,%null%,Breakdown by County (All Years),30.40,35.566566995391234,35.6,0.04
21,True,New Hampshire,593,1801,43.66,43.66,-71.49,-71.49,1388992,%null%,Breakdown by County (All Years),32.93,42.69283048426485,42.7,0.3
22,True,Nevada,1532,4354,39.25,39.25,-116.75,-116.75,3143991,%null%,Breakdown by County (All Years),35.19,48.72787485714813,48.7,0.68
23,True,Nebraska,891,2848,41.5,41.50,-99.75,-99.75,1963692,%null%,Breakdown by County (All Years),31.29,45.37371441142501,45.4,0.5
24,True,Montana,514,1494,47,47.00,-109.75,-109.75,1104271,%null%,Breakdown by County (All Years),34.40,46.54654518682461,46.5,0.58
25,True,Missouri,2682,7935,38.25,38.25,-92.5,-92.50,6168187,%null%,Breakdown by County (All Years),33.80,43.48117202023869,43.5,0.34
26,True,Mississippi,1344,3736,33.503,33.50,-89.8071,-89.81,2949965,%null%,Breakdown by County (All Years),35.97,45.55986257464072,45.6,0.52
27,True,Minnesota,2311,7832,46.25,46.25,-94.25,-94.25,5707390,%null%,Breakdown by County (All Years),29.51,40.49136295224262,40.5,0.2
28,True,Michigan,4371,13187,43.1045,43.10,-84.6165,-84.62,10050811,%null%,Breakdown by County (All Years),33.15,43.48902790033561,43.5,0.36
29,True,Massachusetts,2487,8427,42.3616,42.36,-72.1839,-72.18,6984723,%null%,Breakdown by County (All Years),29.51,35.60627959047195,35.6,0.06
30,True,Maryland,2256,7574,39.4444,39.44,-77.0834,-77.08,6165129,%null%,Breakdown by County (All Years),29.79,36.592908274912006,36.6,0.08
31,True,Maine,708,2066,45.5,45.50,-69.24,-69.24,1372247,%null%,Breakdown by County (All Years),34.27,51.59421008025523,51.6,0.78
32,True,Louisiana,1629,4563,30.6935,30.69,-92.241,-92.24,4624047,%null%,Breakdown by County (All Years),35.70,35.22888067530455,35.2,0.02
33,True,Kentucky,2208,6178,37.79,37.79,-84.87,-84.87,4509394,%null%,Breakdown by County (All Years),35.74,48.964450655675684,49.0,0.7
34,True,Kansas,1412,4337,38.5,38.50,-98.5,-98.50,2934582,%null%,Breakdown by County (All Years),32.56,48.11588158040907,48.1,0.64
35,True,Iowa,1533,4525,42,42.00,-93.5,-93.50,3193079,%null%,Breakdown by County (All Years),33.88,48.0100868158915,48.0,0.62
36,True,Indiana,4164,12282,40,40.00,-86.25,-86.25,6805985,%null%,Breakdown by County (All Years),33.90,61.1814454483811,61.2,0.98
37,True,Illinois,5263,16508,40,40.00,-89.25,-89.25,12671469,%null%,Breakdown by County (All Years),31.88,41.534253053059594,41.5,0.24
38,True,Idaho,988,2919,44.0739,44.07,-114.542,-114.54,1900923,%null%,Breakdown by County (All Years),33.85,51.97475121296338,52.0,0.8
39,True,Hawaii,780,2630,20.79,20.79,-156.34,-156.34,1441553,%null%,Breakdown by County (All Years),29.66,54.108312354800695,54.1,0.88
40,True,Georgia,4848,14279,32.1598,32.16,-83.4715,-83.47,10799566,%null%,Breakdown by County (All Years),33.95,44.89069282969334,44.9,0.42
41,True,Florida,8671,25419,28.42,28.42,-81.55,-81.55,21781128,%null%,Breakdown by County (All Years),34.11,39.80969213348363,39.8,0.18
42,True,District of Columbia,323,1197,38.91,38.91,-77,-77.00,670050,%null%,Breakdown by County (All Years),26.98,48.20535780911872,48.2,0.66
43,True,Delaware,558,1746,38.6716,38.67,-75.4165,-75.42,1003384,%null%,Breakdown by County (All Years),31.96,55.611809636191126,55.6,0.92
44,True,Connecticut,1431,4733,41.6227,41.62,-72.7028,-72.70,3605597,%null%,Breakdown by County (All Years),30.23,39.68829572467472,39.7,0.14
45,True,Colorado,2986,9287,39,39.00,-105.5,-105.50,5812069,%null%,Breakdown by County (All Years),32.15,51.375852557841284,51.4,0.76
46,True,California,16096,51945,37.25,37.25,-119.75,-119.75,39237836,%null%,Breakdown by County (All Years),30.99,41.02163024484837,41.0,0.22
47,True,Arkansas,1634,4480,34.75,34.75,-92.5,-92.50,3025891,%null%,Breakdown by County (All Years),36.47,54.00062328748789,54.0,0.86
48,True,Arizona,3927,11580,34.5,34.50,-111.5,-111.50,7276316,%null%,Breakdown by County (All Years),33.91,53.9696186916566,54.0,0.84
49,True,Alaska,730,2250,64,64.00,-150,-150.00,732673,%null%,Breakdown by County (All Years),32.44,99.6351714885085,99.6,1
50,True,Alabama,2782,7918,32.75,32.75,-86.75,-86.75,5039877,%null%,Breakdown by County (All Years),35.14,55.19975983540868,55.2,0.9
