,Age Chart-alias,State-alias,SUM(Count of Trauma Survivor)-alias,SUM(State Population)-alias,SUM(Total Count of Reported Special Populations)-alias,Latitude (generated)-value,Latitude (generated)-alias,Longitude (generated)-value,Longitude (generated)-alias,ATTR(Percentage Suffix Label %)-alias,ATTR(Tooltip Title Show)-alias,AGG(Formatted Show # or Percent Positive Age)-alias,AGG(Show # or Percent)-alias
0,True,Wyoming,258,578803,894,43,43.00,-107.5,-107.50,%null%,Breakdown by County (All Years),44.6,0.98
1,True,Wisconsin,1879,5895908,7748,44.5,44.50,-90,-90.00,%null%,Breakdown by County (All Years),31.9,0.54
2,True,West Virginia,586,1782959,2074,38.63,38.63,-80.73,-80.73,%null%,Breakdown by County (All Years),32.9,0.66
3,True,Washington,2555,7738692,10157,47.5,47.50,-120.5,-120.50,%null%,Breakdown by County (All Years),33.0,0.7
4,True,Virginia,2361,8642274,10806,37.77,37.77,-78.24,-78.24,%null%,Breakdown by County (All Years),27.3,0.36
5,True,Vermont,208,645570,875,44.1584,44.16,-72.7678,-72.77,%null%,Breakdown by County (All Years),32.2,0.58
6,True,Utah,1102,3337975,5246,39.25,39.25,-111.75,-111.75,%null%,Breakdown by County (All Years),33.0,0.68
7,True,Texas,7664,29527941,35515,31.25,31.25,-99.25,-99.25,%null%,Breakdown by County (All Years),26.0,0.26
8,True,Tennessee,1970,6975218,7505,35.75,35.75,-86.25,-86.25,%null%,Breakdown by County (All Years),28.2,0.4
9,True,South Dakota,317,895376,1259,44.5,44.50,-100.25,-100.25,%null%,Breakdown by County (All Years),35.4,0.76
10,True,South Carolina,1310,5190705,5176,34,34.00,-81,-81.00,%null%,Breakdown by County (All Years),25.2,0.2
11,True,Rhode Island,261,1095610,1111,41.4966,41.50,-71.4757,-71.48,%null%,Breakdown by County (All Years),23.8,0.14
12,True,Pennsylvania,3392,12964056,14461,40.86,40.86,-77.9,-77.90,%null%,Breakdown by County (All Years),26.2,0.3
13,True,Oregon,1517,4246155,5556,44,44.00,-120.5,-120.50,%null%,Breakdown by County (All Years),35.7,0.78
14,True,Oklahoma,1430,3986639,4949,35.5,35.50,-97.5,-97.50,%null%,Breakdown by County (All Years),35.9,0.8
15,True,Ohio,3659,11780017,14788,40.25,40.25,-83,-83.00,%null%,Breakdown by County (All Years),31.1,0.44
16,True,North Dakota,254,774948,1026,47.5,47.50,-100,-100.00,%null%,Breakdown by County (All Years),32.8,0.62
17,True,North Carolina,2664,10551162,10846,35.5,35.50,-80,-80.00,%null%,Breakdown by County (All Years),25.2,0.22
18,True,New York,4244,19835913,21512,43,43.00,-75.49,-75.49,%null%,Breakdown by County (All Years),21.4,0.06
19,True,New Mexico,546,2115877,2156,34.5,34.50,-106,-106.00,%null%,Breakdown by County (All Years),25.8,0.24
20,True,New Jersey,1714,9267130,9985,40.16,40.16,-74.49,-74.49,%null%,Breakdown by County (All Years),18.5,0.02
21,True,New Hampshire,445,1388992,1745,43.66,43.66,-71.49,-71.49,%null%,Breakdown by County (All Years),32.0,0.56
22,True,Nevada,854,3143991,4016,39.25,39.25,-116.75,-116.75,%null%,Breakdown by County (All Years),27.2,0.34
23,True,Nebraska,612,1963692,2596,41.5,41.50,-99.75,-99.75,%null%,Breakdown by County (All Years),31.2,0.48
24,True,Montana,362,1104271,1207,47,47.00,-109.75,-109.75,%null%,Breakdown by County (All Years),32.8,0.64
25,True,Missouri,1996,6168187,7650,38.25,38.25,-92.5,-92.50,%null%,Breakdown by County (All Years),32.4,0.6
26,True,Mississippi,666,2949965,2914,33.503,33.50,-89.8071,-89.81,%null%,Breakdown by County (All Years),22.6,0.1
27,True,Minnesota,1991,5707390,8392,46.25,46.25,-94.25,-94.25,%null%,Breakdown by County (All Years),34.9,0.74
28,True,Michigan,3157,10050811,12635,43.1045,43.10,-84.6165,-84.62,%null%,Breakdown by County (All Years),31.4,0.52
29,True,Massachusetts,1745,6984723,8053,42.3616,42.36,-72.1839,-72.18,%null%,Breakdown by County (All Years),25.0,0.18
30,True,Maryland,1639,6165129,8027,39.4444,39.44,-77.0834,-77.08,%null%,Breakdown by County (All Years),26.6,0.32
31,True,Maine,604,1372247,2068,45.5,45.50,-69.24,-69.24,%null%,Breakdown by County (All Years),44.0,0.96
32,True,Louisiana,941,4624047,3628,30.6935,30.69,-92.241,-92.24,%null%,Breakdown by County (All Years),20.4,0.04
33,True,Kentucky,1534,4509394,5789,37.79,37.79,-84.87,-84.87,%null%,Breakdown by County (All Years),34.0,0.72
34,True,Kansas,1057,2934582,4180,38.5,38.50,-98.5,-98.50,%null%,Breakdown by County (All Years),36.0,0.82
35,True,Iowa,1181,3193079,4784,42,42.00,-93.5,-93.50,%null%,Breakdown by County (All Years),37.0,0.86
36,True,Indiana,2489,6805985,9138,40,40.00,-86.25,-86.25,%null%,Breakdown by County (All Years),36.6,0.84
37,True,Illinois,3084,12671469,15148,40,40.00,-89.25,-89.25,%null%,Breakdown by County (All Years),24.3,0.16
38,True,Idaho,734,1900923,2994,44.0739,44.07,-114.542,-114.54,%null%,Breakdown by County (All Years),38.6,0.9
39,True,Hawaii,432,1441553,2168,20.79,20.79,-156.34,-156.34,%null%,Breakdown by County (All Years),30.0,0.42
40,True,Georgia,2804,10799566,13778,32.1598,32.16,-83.4715,-83.47,%null%,Breakdown by County (All Years),26.0,0.28
41,True,Florida,5016,21781128,22881,28.42,28.42,-81.55,-81.55,%null%,Breakdown by County (All Years),23.0,0.12
42,True,District of Columbia,111,670050,731,38.91,38.91,-77,-77.00,%null%,Breakdown by County (All Years),16.6,0
43,True,Delaware,407,1003384,1880,38.6716,38.67,-75.4165,-75.42,%null%,Breakdown by County (All Years),40.6,0.94
44,True,Connecticut,1015,3605597,5102,41.6227,41.62,-72.7028,-72.70,%null%,Breakdown by County (All Years),28.2,0.38
45,True,Colorado,2311,5812069,9233,39,39.00,-105.5,-105.50,%null%,Breakdown by County (All Years),39.8,0.92
46,True,California,8763,39237836,48010,37.25,37.25,-119.75,-119.75,%null%,Breakdown by County (All Years),22.3,0.08
47,True,Arkansas,1153,3025891,4257,34.75,34.75,-92.5,-92.50,%null%,Breakdown by County (All Years),38.1,0.88
48,True,Arizona,2262,7276316,9068,34.5,34.50,-111.5,-111.50,%null%,Breakdown by County (All Years),31.1,0.46
49,True,Alaska,431,732673,1810,64,64.00,-150,-150.00,%null%,Breakdown by County (All Years),58.8,1
50,True,Alabama,1571,5039877,6395,32.75,32.75,-86.75,-86.75,%null%,Breakdown by County (All Years),31.2,0.5
