,Age Chart-alias,State-alias,SUM(Count of Trauma Survivor)-alias,SUM(State Population)-alias,SUM(Total Count of Reported Special Populations)-alias,Latitude (generated)-value,Latitude (generated)-alias,Longitude (generated)-value,Longitude (generated)-alias,ATTR(Percentage Suffix Label %)-alias,ATTR(Tooltip Title Show)-alias,AGG(Formatted Show # or Percent Positive Age)-alias,AGG(Show # or Percent)-alias
0,True,Wyoming,77,578803,484,43,43.00,-107.5,-107.50,%null%,Breakdown by County (All Years),13.3,0.68
1,True,Wisconsin,807,5895908,4737,44.5,44.50,-90,-90.00,%null%,Breakdown by County (All Years),13.7,0.74
2,True,West Virginia,191,1782959,1360,38.63,38.63,-80.73,-80.73,%null%,Breakdown by County (All Years),10.7,0.22
3,True,Washington,1114,7738692,6658,47.5,47.50,-120.5,-120.50,%null%,Breakdown by County (All Years),14.4,0.84
4,True,Virginia,1014,8642274,7233,37.77,37.77,-78.24,-78.24,%null%,Breakdown by County (All Years),11.7,0.4
5,True,Vermont,70,645570,512,44.1584,44.16,-72.7678,-72.77,%null%,Breakdown by County (All Years),10.8,0.26
6,True,Utah,410,3337975,2548,39.25,39.25,-111.75,-111.75,%null%,Breakdown by County (All Years),12.3,0.46
7,True,Texas,3290,29527941,22478,31.25,31.25,-99.25,-99.25,%null%,Breakdown by County (All Years),11.1,0.3
8,True,Tennessee,734,6975218,4272,35.75,35.75,-86.25,-86.25,%null%,Breakdown by County (All Years),10.5,0.2
9,True,South Dakota,113,895376,627,44.5,44.50,-100.25,-100.25,%null%,Breakdown by County (All Years),12.6,0.52
10,True,South Carolina,527,5190705,3520,34,34.00,-81,-81.00,%null%,Breakdown by County (All Years),10.2,0.18
11,True,Rhode Island,96,1095610,743,41.4966,41.50,-71.4757,-71.48,%null%,Breakdown by County (All Years),8.8,0.04
12,True,Pennsylvania,1460,12964056,9323,40.86,40.86,-77.9,-77.90,%null%,Breakdown by County (All Years),11.3,0.36
13,True,Oregon,662,4246155,3529,44,44.00,-120.5,-120.50,%null%,Breakdown by County (All Years),15.6,0.94
14,True,Oklahoma,554,3986639,2664,35.5,35.50,-97.5,-97.50,%null%,Breakdown by County (All Years),13.9,0.8
15,True,Ohio,1565,11780017,9102,40.25,40.25,-83,-83.00,%null%,Breakdown by County (All Years),13.3,0.66
16,True,North Dakota,68,774948,549,47.5,47.50,-100,-100.00,%null%,Breakdown by County (All Years),8.8,0.06
17,True,North Carolina,1164,10551162,7572,35.5,35.50,-80,-80.00,%null%,Breakdown by County (All Years),11.0,0.28
18,True,New York,1945,19835913,14327,43,43.00,-75.49,-75.49,%null%,Breakdown by County (All Years),9.8,0.14
19,True,New Mexico,271,2115877,1354,34.5,34.50,-106,-106.00,%null%,Breakdown by County (All Years),12.8,0.56
20,True,New Jersey,887,9267130,7202,40.16,40.16,-74.49,-74.49,%null%,Breakdown by County (All Years),9.6,0.12
21,True,New Hampshire,187,1388992,1147,43.66,43.66,-71.49,-71.49,%null%,Breakdown by County (All Years),13.5,0.72
22,True,Nevada,417,3143991,2637,39.25,39.25,-116.75,-116.75,%null%,Breakdown by County (All Years),13.3,0.64
23,True,Nebraska,250,1963692,1512,41.5,41.50,-99.75,-99.75,%null%,Breakdown by County (All Years),12.7,0.54
24,True,Montana,137,1104271,696,47,47.00,-109.75,-109.75,%null%,Breakdown by County (All Years),12.4,0.5
25,True,Missouri,813,6168187,4450,38.25,38.25,-92.5,-92.50,%null%,Breakdown by County (All Years),13.2,0.62
26,True,Mississippi,244,2949965,1570,33.503,33.50,-89.8071,-89.81,%null%,Breakdown by County (All Years),8.3,0.02
27,True,Minnesota,751,5707390,5229,46.25,46.25,-94.25,-94.25,%null%,Breakdown by County (All Years),13.2,0.6
28,True,Michigan,1245,10050811,7824,43.1045,43.10,-84.6165,-84.62,%null%,Breakdown by County (All Years),12.4,0.48
29,True,Massachusetts,751,6984723,5271,42.3616,42.36,-72.1839,-72.18,%null%,Breakdown by County (All Years),10.8,0.24
30,True,Maryland,689,6165129,5095,39.4444,39.44,-77.0834,-77.08,%null%,Breakdown by County (All Years),11.2,0.32
31,True,Maine,208,1372247,1096,45.5,45.50,-69.24,-69.24,%null%,Breakdown by County (All Years),15.2,0.9
32,True,Louisiana,419,4624047,2423,30.6935,30.69,-92.241,-92.24,%null%,Breakdown by County (All Years),9.1,0.08
33,True,Kentucky,670,4509394,3480,37.79,37.79,-84.87,-84.87,%null%,Breakdown by County (All Years),14.9,0.88
34,True,Kansas,392,2934582,2274,38.5,38.50,-98.5,-98.50,%null%,Breakdown by County (All Years),13.4,0.7
35,True,Iowa,467,3193079,2543,42,42.00,-93.5,-93.50,%null%,Breakdown by County (All Years),14.6,0.86
36,True,Indiana,1042,6805985,6118,40,40.00,-86.25,-86.25,%null%,Breakdown by County (All Years),15.3,0.92
37,True,Illinois,1446,12671469,10328,40,40.00,-89.25,-89.25,%null%,Breakdown by County (All Years),11.4,0.38
38,True,Idaho,269,1900923,1439,44.0739,44.07,-114.542,-114.54,%null%,Breakdown by County (All Years),14.2,0.82
39,True,Hawaii,137,1441553,1195,20.79,20.79,-156.34,-156.34,%null%,Breakdown by County (All Years),9.5,0.1
40,True,Georgia,1276,10799566,8565,32.1598,32.16,-83.4715,-83.47,%null%,Breakdown by County (All Years),11.8,0.42
41,True,Florida,2141,21781128,14839,28.42,28.42,-81.55,-81.55,%null%,Breakdown by County (All Years),9.8,0.16
42,True,District of Columbia,44,670050,363,38.91,38.91,-77,-77.00,%null%,Breakdown by County (All Years),6.6,0
43,True,Delaware,132,1003384,844,38.6716,38.67,-75.4165,-75.42,%null%,Breakdown by County (All Years),13.2,0.58
44,True,Connecticut,441,3605597,3049,41.6227,41.62,-72.7028,-72.70,%null%,Breakdown by County (All Years),12.2,0.44
45,True,Colorado,917,5812069,5251,39,39.00,-105.5,-105.50,%null%,Breakdown by County (All Years),15.8,0.96
46,True,California,4417,39237836,34186,37.25,37.25,-119.75,-119.75,%null%,Breakdown by County (All Years),11.3,0.34
47,True,Arkansas,480,3025891,2433,34.75,34.75,-92.5,-92.50,%null%,Breakdown by County (All Years),15.9,0.98
48,True,Arizona,999,7276316,6291,34.5,34.50,-111.5,-111.50,%null%,Breakdown by County (All Years),13.7,0.78
49,True,Alaska,191,732673,1338,64,64.00,-150,-150.00,%null%,Breakdown by County (All Years),26.1,1
50,True,Alabama,691,5039877,4522,32.75,32.75,-86.75,-86.75,%null%,Breakdown by County (All Years),13.7,0.76
