,Age Chart-alias,State-alias,SUM(Count of Trauma Survivor)-alias,SUM(State Population)-alias,SUM(Total Count of Reported Special Populations)-alias,Latitude (generated)-value,Latitude (generated)-alias,Longitude (generated)-value,Longitude (generated)-alias,ATTR(Percentage Suffix Label %)-alias,ATTR(Tooltip Title Show)-alias,AGG(Formatted Show # or Percent Positive Age)-alias,AGG(Show # or Percent)-alias
0,True,Wyoming,459,578803,1229,43,43.00,-107.5,-107.50,%null%,Breakdown by County (All Years),79.3,0.96
1,True,Wisconsin,3320,5895908,9630,44.5,44.50,-90,-90.00,%null%,Breakdown by County (All Years),56.3,0.42
2,True,West Virginia,1278,1782959,3319,38.63,38.63,-80.73,-80.73,%null%,Breakdown by County (All Years),71.7,0.82
3,True,Washington,5404,7738692,13462,47.5,47.50,-120.5,-120.50,%null%,Breakdown by County (All Years),69.8,0.78
4,True,Virginia,4814,8642274,14523,37.77,37.77,-78.24,-78.24,%null%,Breakdown by County (All Years),55.7,0.38
5,True,Vermont,447,645570,1161,44.1584,44.16,-72.7678,-72.77,%null%,Breakdown by County (All Years),69.2,0.76
6,True,Utah,2380,3337975,7387,39.25,39.25,-111.75,-111.75,%null%,Breakdown by County (All Years),71.3,0.8
7,True,Texas,13974,29527941,41635,31.25,31.25,-99.25,-99.25,%null%,Breakdown by County (All Years),47.3,0.14
8,True,Tennessee,4781,6975218,11686,35.75,35.75,-86.25,-86.25,%null%,Breakdown by County (All Years),68.5,0.72
9,True,South Dakota,538,895376,1473,44.5,44.50,-100.25,-100.25,%null%,Breakdown by County (All Years),60.1,0.46
10,True,South Carolina,2755,5190705,7786,34,34.00,-81,-81.00,%null%,Breakdown by County (All Years),53.1,0.32
11,True,Rhode Island,524,1095610,1623,41.4966,41.50,-71.4757,-71.48,%null%,Breakdown by County (All Years),47.8,0.16
12,True,Pennsylvania,6961,12964056,19365,40.86,40.86,-77.9,-77.90,%null%,Breakdown by County (All Years),53.7,0.34
13,True,Oregon,3653,4246155,7852,44,44.00,-120.5,-120.50,%null%,Breakdown by County (All Years),86.0,0.98
14,True,Oklahoma,3052,3986639,7074,35.5,35.50,-97.5,-97.50,%null%,Breakdown by County (All Years),76.6,0.9
15,True,Ohio,7292,11780017,19438,40.25,40.25,-83,-83.00,%null%,Breakdown by County (All Years),61.9,0.56
16,True,North Dakota,466,774948,1279,47.5,47.50,-100,-100.00,%null%,Breakdown by County (All Years),60.1,0.48
17,True,North Carolina,5148,10551162,15059,35.5,35.50,-80,-80.00,%null%,Breakdown by County (All Years),48.8,0.2
18,True,New York,8834,19835913,28327,43,43.00,-75.49,-75.49,%null%,Breakdown by County (All Years),44.5,0.06
19,True,New Mexico,1111,2115877,2908,34.5,34.50,-106,-106.00,%null%,Breakdown by County (All Years),52.5,0.28
20,True,New Jersey,3427,9267130,12049,40.16,40.16,-74.49,-74.49,%null%,Breakdown by County (All Years),37.0,0
21,True,New Hampshire,876,1388992,2210,43.66,43.66,-71.49,-71.49,%null%,Breakdown by County (All Years),63.1,0.62
22,True,Nevada,1734,3143991,4765,39.25,39.25,-116.75,-116.75,%null%,Breakdown by County (All Years),55.2,0.36
23,True,Nebraska,1206,1963692,3251,41.5,41.50,-99.75,-99.75,%null%,Breakdown by County (All Years),61.4,0.5
24,True,Montana,850,1104271,1879,47,47.00,-109.75,-109.75,%null%,Breakdown by County (All Years),77.0,0.92
25,True,Missouri,4078,6168187,9832,38.25,38.25,-92.5,-92.50,%null%,Breakdown by County (All Years),66.1,0.66
26,True,Mississippi,1559,2949965,4397,33.503,33.50,-89.8071,-89.81,%null%,Breakdown by County (All Years),52.8,0.3
27,True,Minnesota,3317,5707390,8964,46.25,46.25,-94.25,-94.25,%null%,Breakdown by County (All Years),58.1,0.44
28,True,Michigan,5654,10050811,15680,43.1045,43.10,-84.6165,-84.62,%null%,Breakdown by County (All Years),56.3,0.4
29,True,Massachusetts,3604,6984723,10405,42.3616,42.36,-72.1839,-72.18,%null%,Breakdown by County (All Years),51.6,0.26
30,True,Maryland,2751,6165129,8552,39.4444,39.44,-77.0834,-77.08,%null%,Breakdown by County (All Years),44.6,0.08
31,True,Maine,1084,1372247,2729,45.5,45.50,-69.24,-69.24,%null%,Breakdown by County (All Years),79.0,0.94
32,True,Louisiana,1997,4624047,5668,30.6935,30.69,-92.241,-92.24,%null%,Breakdown by County (All Years),43.2,0.02
33,True,Kentucky,3083,4509394,7828,37.79,37.79,-84.87,-84.87,%null%,Breakdown by County (All Years),68.4,0.7
34,True,Kansas,2023,2934582,5396,38.5,38.50,-98.5,-98.50,%null%,Breakdown by County (All Years),68.9,0.74
35,True,Iowa,1988,3193079,5423,42,42.00,-93.5,-93.50,%null%,Breakdown by County (All Years),62.3,0.6
36,True,Indiana,5061,6805985,14597,40,40.00,-86.25,-86.25,%null%,Breakdown by County (All Years),74.4,0.84
37,True,Illinois,6112,12671469,18689,40,40.00,-89.25,-89.25,%null%,Breakdown by County (All Years),48.2,0.18
38,True,Idaho,1228,1900923,3356,44.0739,44.07,-114.542,-114.54,%null%,Breakdown by County (All Years),64.6,0.64
39,True,Hawaii,679,1441553,2620,20.79,20.79,-156.34,-156.34,%null%,Breakdown by County (All Years),47.1,0.12
40,True,Georgia,5312,10799566,15960,32.1598,32.16,-83.4715,-83.47,%null%,Breakdown by County (All Years),49.2,0.22
41,True,Florida,9617,21781128,29065,28.42,28.42,-81.55,-81.55,%null%,Breakdown by County (All Years),44.2,0.04
42,True,District of Columbia,450,670050,1356,38.91,38.91,-77,-77.00,%null%,Breakdown by County (All Years),67.2,0.68
