,Age Chart-alias,State-alias,SUM(Count of Trauma Survivor)-alias,SUM(State Population)-alias,SUM(Total Count of Reported Special Populations)-alias,Latitude (generated)-value,Latitude (generated)-alias,Longitude (generated)-value,Longitude (generated)-alias,ATTR(Percentage Suffix Label %)-alias,ATTR(Tooltip Title Show)-alias,AGG(Formatted Show # or Percent Positive Age)-alias,AGG(Show # or Percent)-alias
0,True,Wyoming,239,578803,753,43,43.00,-107.5,-107.50,%null%,Breakdown by County (All Years),41.3,0.72
1,True,Wisconsin,2029,5895908,6338,44.5,44.50,-90,-90.00,%null%,Breakdown by County (All Years),34.4,0.44
2,True,West Virginia,780,1782959,2159,38.63,38.63,-80.73,-80.73,%null%,Breakdown by County (All Years),43.7,0.86
3,True,Washington,3410,7738692,9362,47.5,47.50,-120.5,-120.50,%null%,Breakdown by County (All Years),44.1,0.88
4,True,Virginia,2893,8642274,9866,37.77,37.77,-78.24,-78.24,%null%,Breakdown by County (All Years),33.5,0.38
5,True,Vermont,246,645570,662,44.1584,44.16,-72.7678,-72.77,%null%,Breakdown by County (All Years),38.1,0.54
6,True,Utah,1583,3337975,5996,39.25,39.25,-111.75,-111.75,%null%,Breakdown by County (All Years),47.4,0.96
7,True,Texas,8897,29527941,29941,31.25,31.25,-99.25,-99.25,%null%,Breakdown by County (All Years),30.1,0.18
8,True,Tennessee,2881,6975218,8031,35.75,35.75,-86.25,-86.25,%null%,Breakdown by County (All Years),41.3,0.74
9,True,South Dakota,357,895376,962,44.5,44.50,-100.25,-100.25,%null%,Breakdown by County (All Years),39.9,0.66
10,True,South Carolina,1650,5190705,5192,34,34.00,-81,-81.00,%null%,Breakdown by County (All Years),31.8,0.3
11,True,Rhode Island,341,1095610,1045,41.4966,41.50,-71.4757,-71.48,%null%,Breakdown by County (All Years),31.1,0.22
12,True,Pennsylvania,4284,12964056,13764,40.86,40.86,-77.9,-77.90,%null%,Breakdown by County (All Years),33.0,0.36
13,True,Oregon,2181,4246155,5271,44,44.00,-120.5,-120.50,%null%,Breakdown by County (All Years),51.4,0.98
14,True,Oklahoma,1830,3986639,4656,35.5,35.50,-97.5,-97.50,%null%,Breakdown by County (All Years),45.9,0.94
15,True,Ohio,4472,11780017,13099,40.25,40.25,-83,-83.00,%null%,Breakdown by County (All Years),38.0,0.52
16,True,North Dakota,307,774948,883,47.5,47.50,-100,-100.00,%null%,Breakdown by County (All Years),39.6,0.6
17,True,North Carolina,3191,10551162,10231,35.5,35.50,-80,-80.00,%null%,Breakdown by County (All Years),30.2,0.2
18,True,New York,5262,19835913,19502,43,43.00,-75.49,-75.49,%null%,Breakdown by County (All Years),26.5,0.06
19,True,New Mexico,685,2115877,2011,34.5,34.50,-106,-106.00,%null%,Breakdown by County (All Years),32.4,0.34
20,True,New Jersey,2294,9267130,8930,40.16,40.16,-74.49,-74.49,%null%,Breakdown by County (All Years),24.8,0
21,True,New Hampshire,584,1388992,1603,43.66,43.66,-71.49,-71.49,%null%,Breakdown by County (All Years),42.0,0.8
22,True,Nevada,1103,3143991,3292,39.25,39.25,-116.75,-116.75,%null%,Breakdown by County (All Years),35.1,0.46
23,True,Nebraska,721,1963692,2180,41.5,41.50,-99.75,-99.75,%null%,Breakdown by County (All Years),36.7,0.48
24,True,Montana,489,1104271,1286,47,47.00,-109.75,-109.75,%null%,Breakdown by County (All Years),44.3,0.9
25,True,Missouri,2452,6168187,6652,38.25,38.25,-92.5,-92.50,%null%,Breakdown by County (All Years),39.8,0.64
26,True,Mississippi,754,2949965,2538,33.503,33.50,-89.8071,-89.81,%null%,Breakdown by County (All Years),25.6,0.02
27,True,Minnesota,1918,5707390,6112,46.25,46.25,-94.25,-94.25,%null%,Breakdown by County (All Years),33.6,0.4
28,True,Michigan,3448,10050811,10941,43.1045,43.10,-84.6165,-84.62,%null%,Breakdown by County (All Years),34.3,0.42
29,True,Massachusetts,2254,6984723,7610,42.3616,42.36,-72.1839,-72.18,%null%,Breakdown by County (All Years),32.3,0.32
30,True,Maryland,1746,6165129,6335,39.4444,39.44,-77.0834,-77.08,%null%,Breakdown by County (All Years),28.3,0.12
31,True,Maine,599,1372247,1578,45.5,45.50,-69.24,-69.24,%null%,Breakdown by County (All Years),43.7,0.84
32,True,Louisiana,1257,4624047,3762,30.6935,30.69,-92.241,-92.24,%null%,Breakdown by County (All Years),27.2,0.1
33,True,Kentucky,1865,4509394,5178,37.79,37.79,-84.87,-84.87,%null%,Breakdown by County (All Years),41.4,0.76
34,True,Kansas,1179,2934582,3278,38.5,38.50,-98.5,-98.50,%null%,Breakdown by County (All Years),40.2,0.68
35,True,Iowa,1182,3193079,3431,42,42.00,-93.5,-93.50,%null%,Breakdown by County (All Years),37.0,0.5
36,True,Indiana,3039,6805985,9242,40,40.00,-86.25,-86.25,%null%,Breakdown by County (All Years),44.7,0.92
37,True,Illinois,3974,12671469,13440,40,40.00,-89.25,-89.25,%null%,Breakdown by County (All Years),31.4,0.26
38,True,Idaho,728,1900923,2038,44.0739,44.07,-114.542,-114.54,%null%,Breakdown by County (All Years),38.3,0.56
39,True,Hawaii,369,1441553,1499,20.79,20.79,-156.34,-156.34,%null%,Breakdown by County (All Years),25.6,0.04
40,True,Georgia,3244,10799566,11096,32.1598,32.16,-83.4715,-83.47,%null%,Breakdown by County (All Years),30.0,0.14
41,True,Florida,5812,21781128,19852,28.42,28.42,-81.55,-81.55,%null%,Breakdown by County (All Years),26.7,0.08
42,True,District of Columbia,270,670050,917,38.91,38.91,-77,-77.00,%null%,Breakdown by County (All Years),40.3,0.7
43,True,Delaware,313,1003384,1031,38.6716,38.67,-75.4165,-75.42,%null%,Breakdown by County (All Years),31.2,0.24
44,True,Connecticut,1140,3605597,3646,41.6227,41.62,-72.7028,-72.70,%null%,Breakdown by County (All Years),31.6,0.28
45,True,Colorado,2517,5812069,6940,39,39.00,-105.5,-105.50,%null%,Breakdown by County (All Years),43.3,0.82
46,True,California,11809,39237836,43170,37.25,37.25,-119.75,-119.75,%null%,Breakdown by County (All Years),30.1,0.16
47,True,Arkansas,1254,3025891,3390,34.75,34.75,-92.5,-92.50,%null%,Breakdown by County (All Years),41.4,0.78
48,True,Arizona,2884,7276316,9137,34.5,34.50,-111.5,-111.50,%null%,Breakdown by County (All Years),39.6,0.62
49,True,Alaska,519,732673,1877,64,64.00,-150,-150.00,%null%,Breakdown by County (All Years),70.8,1
50,True,Alabama,1946,5039877,6719,32.75,32.75,-86.75,-86.75,%null%,Breakdown by County (All Years),38.6,0.58
